telecomts_fault,candidate_entity,candidate_type,candidate_description,candidate_source_id,candidate_file_path,related_entity,related_type,related_description,edge_description,edge_keywords,edge_conditions,edge_source_id,edge_file_path,edge_weight,relevance_score
Co-Channel Interference,Io,Signal,"Io is a parameter assumed to have constant EPRE (Energy Per Resource Element) across the bandwidth in the context of NR (New Radio) operating band groups in FR1, as specified in clause 3.5.2.<SEP>Io is the interference power assumed to have constant EPRE across the bandwidth, as specified in Note 1. It is used in the context of NR operating band groups in FR1 and is referenced in multiple tables for minimum and maximum values under different conditions.<SEP>Io is the interference power observed at the reference point, assumed to have constant EPRE across the bandwidth, and is used in the calculation of SSB Ês/Iot.",chunk-676c141a34619f86909d67df3639acf4<SEP>chunk-3456c84ce2a85b545ce9016ea54578e5<SEP>chunk-a9edaafaf7fcc1eef310d0151958ad69,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.3.1.2,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,clause 3.5.2,Reference,,chunk-a9edaafaf7fcc1eef310d0151958ad69,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.1,1.0,5
Co-Channel Interference,Io,Signal,"Io is a parameter assumed to have constant EPRE (Energy Per Resource Element) across the bandwidth in the context of NR (New Radio) operating band groups in FR1, as specified in clause 3.5.2.<SEP>Io is the interference power assumed to have constant EPRE across the bandwidth, as specified in Note 1. It is used in the context of NR operating band groups in FR1 and is referenced in multiple tables for minimum and maximum values under different conditions.<SEP>Io is the interference power observed at the reference point, assumed to have constant EPRE across the bandwidth, and is used in the calculation of SSB Ês/Iot.",chunk-676c141a34619f86909d67df3639acf4<SEP>chunk-3456c84ce2a85b545ce9016ea54578e5<SEP>chunk-a9edaafaf7fcc1eef310d0151958ad69,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.3.1.2,FR1,Terminology<SEP>UNKNOWN,Io is assumed to have constant EPRE across the bandwidth in the context of FR1,Io is assumed to have constant EPRE across the bandwidth in the context of FR1,assumption,,chunk-b748b81567c1329c7d12ef3396cfe1ef,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.1.1,1.0,5
Faulty Handover Algorithm,Relative Time Stamp Accuracy,Concept,"Relative Time Stamp Accuracy is a requirement specified for the RRC Connection Establishment Failure Log Report, ensuring precise timing synchronization during the establishment of an RRC connection.<SEP>Relative Time Stamp Accuracy is a requirement specified in section 4.3C.3 for accurate timing in log reporting related to radio link failure and handover failure. It ensures synchronization between timestamps for reliable failure analysis.",chunk-06fb3849a2b05fc784df644ba8ef5ac2<SEP>chunk-44e3ff5b5220c474dc2c17dd29e214b8,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.4<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.5,RRC Connection Establishment Failure Log Report,Concept,"RRC Connection Establishment Failure Log Report is a log report generated when an RRC connection establishment fails, and it requires Relative Time Stamp Accuracy for accurate timing information.",Relative Time Stamp Accuracy is required for the RRC Connection Establishment Failure Log Report to ensure accurate timing in failure logging,require,"[""4.3.4)##""]",chunk-06fb3849a2b05fc784df644ba8ef5ac2,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.4,1.0,8
Faulty Handover Algorithm,Inter-RAT MDT,Concept,"8.1.6.2.1<SEP>Inter-RAT MDT is a measurement reporting mechanism used during inter-RAT handover in E-UTRA, where the UE performs measurements across different radio access technologies and reports them to the network.<SEP>Inter-RAT MDT is a feature that enables measurement data collection across different radio access technologies, specifically for monitoring and analyzing connection establishment failures in E-UTRA networks.",chunk-b5f9985d656b74dece1692f543874684<SEP>chunk-d5d88e5b2cbbd2c9f2795fb553a9629d<SEP>chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.mdNone<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.3<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,Logging and reporting,Concept<SEP>UNKNOWN,"Logging and reporting is a process that captures and transmits measurement data related to network performance, including Inter-RAT MDT and connection establishment failures, for analysis and optimization.<SEP>Connection Establishment Failure triggers the logging and reporting of E-UTRA measurement data for diagnostic purposes",Inter-RAT MDT is included in the Logging and reporting process for capturing network events such as connection establishment failures,include,"[""Connection Establishment Failure""]",chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,1.0,8
Faulty Handover Algorithm,E-UTRA measurement,Concept,"E-UTRA measurement refers to the process of measuring signal quality and network parameters in the Evolved Universal Terrestrial Radio Access (E-UTRA) network, used for handover decisions and network optimization.",chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,Connection Establishment Failure,Concept,Connection Establishment Failure refers to the event where a mobile device fails to successfully establish a connection with the E-UTRA network during the initial access procedure.,Connection Establishment Failure triggers the logging and reporting of E-UTRA measurement data for diagnostic purposes,trigger,"[""Logging and reporting)##""]",chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,1.0,8
Faulty Handover Algorithm,E-UTRA measurement,Concept,"E-UTRA measurement refers to the process of measuring signal quality and network parameters in the Evolved Universal Terrestrial Radio Access (E-UTRA) network, used for handover decisions and network optimization.",chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,Logging and reporting,Concept<SEP>UNKNOWN,"Logging and reporting is a process that captures and transmits measurement data related to network performance, including Inter-RAT MDT and connection establishment failures, for analysis and optimization.<SEP>Connection Establishment Failure triggers the logging and reporting of E-UTRA measurement data for diagnostic purposes",Logging and reporting includes E-UTRA measurement data to support analysis of connection establishment failures,include,"[""Connection Establishment Failure""]",chunk-c1720e953325c00ef61728182e742f03,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.4,1.0,8
Faulty Handover Algorithm,ROAMING_DEFAULT,Concept,"ROAMING_DEFAULT is a value of ChargingCharacteristicsSelectionMode indicating that the subscriber belongs to the same PLMN as the Access and Mobility Management Function (AMF), but the AMF belongs to a different PLMN than the SMF.",chunk-87da64e252d614d9536aa5d6a0f0ec84,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.5,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",the subscriber belongs to the same PLMN and the AMF belongs to a different PLMN,Definition,"[""ChargingCharacteristicsSelectionMode""]",chunk-87da64e252d614d9536aa5d6a0f0ec84,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.5,1.0,7
Faulty Handover Algorithm,MME to SGSN handover,UNKNOWN,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","This clause addresses the case when a UE moves from an MME to an SGSN, where the SGSN may be either an S4 SGSN or a Gn interface-based SGSN.",Definition,"[""Introduction""]",chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1.0,7
Faulty Handover Algorithm,MME to SGSN handover,UNKNOWN,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","This clause addresses the case when a UE moves from an MME to an SGSN, where the SGSN may be either an S4 SGSN or a Gn interface.",Definition,"[""UE""]",chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1.0,7
Faulty Handover Algorithm,MME to SGSN handover,UNKNOWN,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,UE,Terminology<SEP>UNKNOWN,The UE is in a powered down state as described in section 5.5.1,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,trigger,"[""Introduction""]",chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1.0,7
Faulty Handover Algorithm,Service continuity,Concept<SEP>UNKNOWN,"Service continuity is a feature defined in section 7.3.3.8.2 that ensures uninterrupted service delivery, particularly in scenarios involving handover or network transitions. It supports both multicast and unicast delivery modes.<SEP>Service continuity supports unicast delivery as one of its delivery modes",chunk-b99f55b7b70576ba323c2c414196f701,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.3.3.8.2,broadcast MBS session,Concept,Broadcast MBS session is a type of multicast/broadcast service session where content is transmitted from the MC service server,"The broadcast MBS session is supported by the Service continuity feature, which ensures reliable delivery of broadcast content during service transitions or disruptions",support,"[""7.3.3.8.3)##""]",chunk-690eb79501904b3443a48ade96d09aa7,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.3.3.8.3,1.0,7
Faulty Handover Algorithm,SA,Technology,"SA refers to Stand-alone network architecture, which is a 5G network deployment mode that operates independently without relying on legacy 4G infrastructure. It supports RRC_IDLE state for mobility management.",chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,RRC_IDLE state,Concept<SEP>UNKNOWN,RRC_IDLE state is a state in the radio resource control (RRC) protocol where the mobile device is not actively connected to the network and is in a low-power mode. It is associated with the SA (Stand-alone) network architecture and is used for mobility management.<SEP>RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,support,"[""RRC_IDLE state)##""]",chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,1.0,7
Faulty Handover Algorithm,RRC_IDLE state,Concept<SEP>UNKNOWN,RRC_IDLE state is a state in the radio resource control (RRC) protocol where the mobile device is not actively connected to the network and is in a low-power mode. It is associated with the SA (Stand-alone) network architecture and is used for mobility management.<SEP>RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,SA,Technology,"SA refers to Stand-alone network architecture, which is a 5G network deployment mode that operates independently without relying on legacy 4G infrastructure. It supports RRC_IDLE state for mobility management.",RRC_IDLE state is supported by the SA (Stand-alone) network architecture for mobility management,support,"[""RRC_IDLE state)##""]",chunk-fb4644cf249f0309ff82edc5411b0173,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4,1.0,7
Faulty Handover Algorithm,inter-RAT,Concept,"inter-RAT refers to the inter-radio access technology scenario where a UE performs measurements or handovers between different radio access technologies, such as between E-UTRAN and another RAT like UTRA or GERAN.",chunk-7cb09bd1664806ef35bbea14666401fa,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11,Measurements of inter-RAT E-UTRAN cells,Concept,"Measurements of inter-RAT E-UTRAN cells is a procedure performed by the UE when configured with relaxed measurement criteria. It involves measuring E-UTRAN cells from a different radio access technology than the current one, under relaxed measurement conditions.","The procedure of Measurements of inter-RAT E-UTRAN cells involves inter-RAT measurements, indicating that the UE is measuring E-UTRAN cells from a different RAT than the current serving one",involve,"[""relaxed measurement criteria""]",chunk-7cb09bd1664806ef35bbea14666401fa,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11,1.0,7
Faulty Handover Algorithm,Measurements for UE fulfilling low mobility criteria,Concept,Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.9.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.10.2 that applies to User Equipment (UE) meeting low mobility conditions. It is related to radio resource management and signal measurement processes in a cellular network.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.11.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.,chunk-3d588c203ef3c80e0c9b1a6209939527<SEP>chunk-7e657eb43175b0e6695a7083228ee6c2<SEP>chunk-a3e2859d54b24adca8b10010497e715e,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.2,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","Measurements for UE fulfilling low mobility criteria is a procedure applied to User Equipment (UE) that meets low mobility criteria, as defined in section 4.2.2.9.2.",Definition,"[""low mobility criteria""]",chunk-7e657eb43175b0e6695a7083228ee6c2,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2,1.0,7
Faulty Handover Algorithm,Measurements for UE fulfilling low mobility criteria,Concept,Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.9.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.10.2 that applies to User Equipment (UE) meeting low mobility conditions. It is related to radio resource management and signal measurement processes in a cellular network.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.11.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.,chunk-3d588c203ef3c80e0c9b1a6209939527<SEP>chunk-7e657eb43175b0e6695a7083228ee6c2<SEP>chunk-a3e2859d54b24adca8b10010497e715e,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.2,UE,Terminology<SEP>UNKNOWN,The UE is in a powered down state as described in section 5.5.1,The procedure applies to User Equipment (UE) that fulfills low mobility criteria,apply to,"[""low mobility criteria""]",chunk-7e657eb43175b0e6695a7083228ee6c2,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2,1.0,7
Faulty Handover Algorithm,Measurements for UE fulfilling low mobility criteria,Concept,Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.9.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.10.2 that applies to User Equipment (UE) meeting low mobility conditions. It is related to radio resource management and signal measurement processes in a cellular network.<SEP>Measurements for UE fulfilling low mobility criteria is a procedure defined in section 4.2.2.11.2 that applies to User Equipment (UE) meeting low mobility conditions. It involves specific measurement configurations for such UEs.,chunk-3d588c203ef3c80e0c9b1a6209939527<SEP>chunk-7e657eb43175b0e6695a7083228ee6c2<SEP>chunk-a3e2859d54b24adca8b10010497e715e,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.9.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.11.2,UE,Terminology<SEP>UNKNOWN,The UE is in a powered down state as described in section 5.5.1,The procedure applies to User Equipment (UE) that fulfills the low mobility criteria,apply to,"[""low mobility criteria)##""]",chunk-3d588c203ef3c80e0c9b1a6209939527,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.2.2.10.2,1.0,7
Faulty RF Filters,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,use,"[""filter based overload control)##""]",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,8
Faulty RF Filters,information flow,Concept,"Information flow refers to the movement of data or control signals between components in the filter based overload control mechanism, as illustrated in the accompanying figure.",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,Media distribution release,Concept,Media distribution release is an information flow that is reused without modification as specified in clause 10.7.2.,Media distribution release reuses the information flow without modification as specified in clause 10.7.2,reuse,"[""clause 10.7.2)##""]",chunk-9d30d1e4c49fd71fe737f08b12384fae,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.3.2.15,1.0,8
Faulty RF Filters,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,use,"[""filter based overload control)##""]",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1.0,8
Faulty RF Filters,BS type 1-C,Technology,"BS type 1-C is a base station configuration where requirements are applied at the BS antenna connector (port A) for a single transmitter or receiver, or at the full complement of transceivers under normal operating conditions. If external apparatus such as amplifiers, filters, or their combination are used, the requirements apply at the far end antenna connector (port B).<SEP>BS type 1-C is a base station type in Japan whose emission limits may apply to the sum of emission power over all antenna connectors for Band n41 and Band n90 operations.",chunk-07f807123a347fd4aff6989a554b6bed<SEP>chunk-6a9155c687b93ecbea681139292bc065,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38104-j00.md4.5,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","For BS type 1-C, the requirements are applied at the BS antenna connector (port A) for a single transmitter or receiver with a full complement of transceivers for the configuration in normal operating conditions. If any external apparatus such as an amplifier, a filter or the combination of such devices is used, requirements apply at the far end antenna connector (port B).",Definition,"[""normal operating conditions""]",chunk-6a9155c687b93ecbea681139292bc065,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.3.1,1.0,8
Faulty RF Filters,test port B,Terminology,test port B is the far end antenna connector where transmitter requirements apply when external apparatus such as a TX amplifier or filter is used.<SEP>test port B is the far end antenna connector where receiver requirements apply when external apparatus such as a RX amplifier or filter is used.,chunk-10a9c59ff456a682fb5aee61dc8f17b9<SEP>chunk-b2b6f997dd5643fb931cdb91d839a76f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.1.1<SEP>../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,transmitter characteristics,Concept,"Transmitter characteristics are specified at the antenna connector(s) of the UE for bands operating on frequency range 1, and over the air of the UE for bands operating on frequency range 2. These characteristics are verified separately for frequency range 1 and frequency range 2.",Transmitter characteristics requirements apply at test port B when external apparatus such as TX amplifier or filter is used,apply_at,"[""external apparatus""]",chunk-b2b6f997dd5643fb931cdb91d839a76f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.1.1,1.0,8
Faulty RF Filters,receiver characteristics,Concept,"Receiver characteristics are specified in clause 7 at the BS antenna connector (test port A) under normal operating conditions with a full complement of transceivers. If external apparatus such as a RX amplifier, a filter, or their combination is used, the requirements apply at the far end antenna connector (test port B).",chunk-10a9c59ff456a682fb5aee61dc8f17b9,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","Receiver characteristics are specified at the BS antenna connector (test port A) with a full complement of transceivers under normal operating conditions. If external apparatus such as a RX amplifier, a filter, or their combination is used, requirements apply at the far end antenna connector (test port B).",Definition,"[""normal operating conditions"", ""full complement of transceivers""]",chunk-10a9c59ff456a682fb5aee61dc8f17b9,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,1.0,8
Faulty RF Filters,receiver characteristics,Concept,"Receiver characteristics are specified in clause 7 at the BS antenna connector (test port A) under normal operating conditions with a full complement of transceivers. If external apparatus such as a RX amplifier, a filter, or their combination is used, the requirements apply at the far end antenna connector (test port B).",chunk-10a9c59ff456a682fb5aee61dc8f17b9,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,test port A,UNKNOWN,,Receiver characteristics are specified at test port A when operating under normal conditions with full transceiver complement,specified at,"[""normal operating conditions"", ""full complement of transceivers""]",chunk-10a9c59ff456a682fb5aee61dc8f17b9,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,1.0,8
Faulty RF Filters,PCF/AMF,Technology,"The PCF and AMF obtain energy related information and validity information to generate URSP rules and slices.<SEP>PCF/AMF is a network function that acts as a consumer NF and is enabled to support energy-related information. It sends an Analytics request or subscription to NWDAF, including either a new Analytics ID for ""Energy related Information"" or an existing Analytics ID combined with Analytics Filters such as Application ID, S-NSSAI, DNN, and Area of Interest.<SEP>PCF/AMF is a network function acting as a consumer NF that, when enabled, sends a request or subscribes to the EMF to obtain energy-related information.",chunk-2658dfbd71f2bcaf27ce68d018d1fe8b<SEP>chunk-8040d878674cc76f77e18c82593ae0d0<SEP>chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.2,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.",The PCF and AMF obtain energy related information and validity information to generate URSP rules and slices.,Definition,"[""5GC procedures""]",chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3,1.0,7
Faulty RF Filters,PCF/AMF,Technology,"The PCF and AMF obtain energy related information and validity information to generate URSP rules and slices.<SEP>PCF/AMF is a network function that acts as a consumer NF and is enabled to support energy-related information. It sends an Analytics request or subscription to NWDAF, including either a new Analytics ID for ""Energy related Information"" or an existing Analytics ID combined with Analytics Filters such as Application ID, S-NSSAI, DNN, and Area of Interest.<SEP>PCF/AMF is a network function acting as a consumer NF that, when enabled, sends a request or subscribes to the EMF to obtain energy-related information.",chunk-2658dfbd71f2bcaf27ce68d018d1fe8b<SEP>chunk-8040d878674cc76f77e18c82593ae0d0<SEP>chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.2,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The PCF and AMF obtain energy related information to generate URSP rules and slices with validity information, as part of the procedures described in section 6.11.3",Definition,"[""5GC procedures""]",chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3,1.0,7
Faulty RF Filters,count,Attribute,"count is a Uinteger data type attribute in RecordSearchResultDescriptor that indicates the number of records found by the search. If the tag-count-filter parameter is included, count must be set to 0 and should be ignored in such cases.",chunk-3b4acb644d7c7e037f4fdcec4dc9dc8d,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.2,ValueCount,Concept<SEP>UNKNOWN,"ValueCount is a type defined in Table 6.1.6.2.21-1 with two attributes: value, which is a string representing the value of the tag counted, and count, which is an unsigned integer representing the number of occurrences of the value found.<SEP>count is an attribute of the ValueCount type with data type unsigned integer, mandatory, and cardinality 1, representing the number of occurrences of the value found","count is an attribute of the ValueCount type with data type unsigned integer, mandatory, and cardinality 1, representing the number of occurrences of the value found",attribute,"[""ValueCount)##""]",chunk-3db7f39fca4b4f4b6ef07950f9c22c45,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.21,1.0,7
Faulty RF Filters,AdvancedCounting,Concept<SEP>UNKNOWN,"AdvancedCounting is a component or<SEP>AdvancedCounting is an application that uses SearchExpression and specifically incorporates<SEP>AdvancedCounting is a feature that supports retrieval of aggregate, total, and unique tag counts from the UDSF. When querying for tag counts, the user can specify a tag-count-filter query parameter with countType and optional<SEP>The behavior of TOTAL_COUNT depends on whether the ""tag"" is provided in AdvancedCounting",chunk-0885b138b0739888591427a630368e41<SEP>chunk-d9ddb879855996878798d09ae7d5213b<SEP>chunk-132bbe6a34836f04ebf9a79754f65150,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.3.8<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.4.1<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.8,TOTAL_COUNT,Concept,"TOTAL_COUNT is a value of TagCountType that requests the total count of values of a tag from records matching the search expression if the ""tag"" is provided in AdvancedCounting; otherwise, it requests the total number of records in the storage to be returned.","The behavior of TOTAL_COUNT depends on whether the ""tag"" is provided in AdvancedCounting",condition,"[""AdvancedCounting)##""]",chunk-132bbe6a34836f04ebf9a79754f65150,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.3.8,1.0,7
