telecomts_fault,candidate_entity,candidate_type,candidate_description,candidate_source_id,candidate_file_path,related_entity,related_type,related_description,edge_description,edge_keywords,edge_conditions,edge_source_id,edge_file_path,edge_weight
Antenna Failure,SAN type 1-H,Technology,"SAN type 1-H is a system configuration defined with two points of reference: radiated and conducted requirements. It involves the Radiated Interface Boundary (RIB) for over-the-air (OTA) characteristics and the transceiver array boundary for conducted characteristics. The system includes a satellite payload composed of a transceiver unit array and a composite antenna array, with specific implementation-dependent configurations.<SEP>SAN type 1-H is a specific type of Satellite Access Node, categorized under the broader SAN types and subject to the same deployment scenarios as other SAN types.<SEP>SAN type 1-H is a configuration for which conducted transmitter characteristics are specified at the TAB connector with a full complement of transceiver units under normal operating conditions.<SEP>SAN type 1-H is a type of equipment or system with a minimum requirement defined in section 6.2.2, where the maximum carrier output power Pmax,c,TABC must remain within ±2 dB of the rated carrier output power Prated,c,TABC for each TAB connector as declared by the manufacturer under normal conditions.<SEP>SAN type 1-H is a type of satellite access network (SAN) for which output power requirements are defined at the TAB connector. Its rated carrier output power must comply with the values specified in Table 6.2.1-2 and is categorized by SAN class.<SEP>SAN type 1-H is a type of satellite access node defined in section 6.3.2.2 with a minimum requirement for RE power control dynamic range as specified in Table 6.3.2.2-1.<SEP>SAN type 1-H is a specific type of SAN that supports transmission in the operating band and is subject to the SAN total power dynamic range requirement at each TAB connector.",chunk-fad5a5aeffccd7a9261c3566c1692738<SEP>chunk-8bbb8adf31ebb53a4ad9291bbbafa004<SEP>chunk-58af631c94515826e31371838a0a425a<SEP>chunk-9e8f43190acce591171bdda209041182<SEP>chunk-48a8e1dda8b180b711fb9ed2f83671ec<SEP>chunk-fd9a989e24b03c31ae1eb8f30445c635<SEP>chunk-b6fc8dbed0bda64469592ac933b280ae,../3GPP-trunked/Rel-19/38_series/38108-j00.md4.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md4.4<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.2.2<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.2.2<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.3.1,normal operating condition,Concept<SEP>UNKNOWN,Normal operating condition refers to the standard operational state of the system in which conducted transmitter characteristics are specified for SAN type 1-H with a full complement of transceiver units.<SEP>SAN type 1-H is connected to the TAB connector where conducted transmitter characteristics are specified,Conducted transmitter characteristics are specified for SAN type 1-H under normal operating conditions with a full complement of transceiver units,Condition,,chunk-8bbb8adf31ebb53a4ad9291bbbafa004,../3GPP-trunked/Rel-19/38_series/38108-j00.md6.1,1.0
Antenna Failure,SAN type 1-H,Technology,"SAN type 1-H is a system configuration defined with two points of reference: radiated and conducted requirements. It involves the Radiated Interface Boundary (RIB) for over-the-air (OTA) characteristics and the transceiver array boundary for conducted characteristics. The system includes a satellite payload composed of a transceiver unit array and a composite antenna array, with specific implementation-dependent configurations.<SEP>SAN type 1-H is a specific type of Satellite Access Node, categorized under the broader SAN types and subject to the same deployment scenarios as other SAN types.<SEP>SAN type 1-H is a configuration for which conducted transmitter characteristics are specified at the TAB connector with a full complement of transceiver units under normal operating conditions.<SEP>SAN type 1-H is a type of equipment or system with a minimum requirement defined in section 6.2.2, where the maximum carrier output power Pmax,c,TABC must remain within ±2 dB of the rated carrier output power Prated,c,TABC for each TAB connector as declared by the manufacturer under normal conditions.<SEP>SAN type 1-H is a type of satellite access network (SAN) for which output power requirements are defined at the TAB connector. Its rated carrier output power must comply with the values specified in Table 6.2.1-2 and is categorized by SAN class.<SEP>SAN type 1-H is a type of satellite access node defined in section 6.3.2.2 with a minimum requirement for RE power control dynamic range as specified in Table 6.3.2.2-1.<SEP>SAN type 1-H is a specific type of SAN that supports transmission in the operating band and is subject to the SAN total power dynamic range requirement at each TAB connector.",chunk-fad5a5aeffccd7a9261c3566c1692738<SEP>chunk-8bbb8adf31ebb53a4ad9291bbbafa004<SEP>chunk-58af631c94515826e31371838a0a425a<SEP>chunk-9e8f43190acce591171bdda209041182<SEP>chunk-48a8e1dda8b180b711fb9ed2f83671ec<SEP>chunk-fd9a989e24b03c31ae1eb8f30445c635<SEP>chunk-b6fc8dbed0bda64469592ac933b280ae,../3GPP-trunked/Rel-19/38_series/38108-j00.md4.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md4.4<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.2.2<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.2.2<SEP>../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.3.1,RE power control dynamic range,Concept,"RE power control dynamic range is defined as the difference between the power of an RE and the average RE power for a SAN at maximum output power (Pmax,c,TABC) under a specified reference condition. This requirement applies to SAN type 1-H at each TAB connector supporting transmission in the operation.<SEP>RE power control dynamic range is a parameter specifying the allowable range of power control for resource elements (RE) in uplink and downlink directions, as defined in Table 6.3.2.2-1 for SAN type 1-H.",The requirement for RE power control dynamic range applies to SAN type 1-H at each TAB connector supporting transmission in the operation,apply,,chunk-c3dc468b68cace290ab8f8b1d7c51c64,../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.2.1,1.0
Antenna Failure,multi-Rx operation,Concept,"multi-Rx operation refers to a capability in which a device can receive signals simultaneously on multiple receive chains or antennas, enhancing signal reliability and throughput. It is applicable in Frequency Range (FR) as defined in section 3.6.19.",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,3.6.19,Terminology,,The applicability of requirements for multi-Rx operation in FR governs the conditions under which multi-Rx operation is supported or required in the specified frequency range,Condition,,chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,1.0
Antenna Failure,multi-Rx operation,Concept,"multi-Rx operation refers to a capability in which a device can receive signals simultaneously on multiple receive chains or antennas, enhancing signal reliability and throughput. It is applicable in Frequency Range (FR) as defined in section 3.6.19.",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,Applicability of requirements for multi-Rx operation in FR,Concept,"Applicability of requirements for multi-Rx operation in FR is a defined concept in section 3.6.19, specifying the conditions under which requirements for multi-Rx operation apply in the Frequency Range (FR).",The applicability of requirements for multi-Rx operation in FR governs the conditions under which multi-Rx operation is supported or required in the specified frequency range,govern,"[""3.6.19""]",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,1.0
Antenna Failure,multi-Rx operation,Concept,"multi-Rx operation refers to a capability in which a device can receive signals simultaneously on multiple receive chains or antennas, enhancing signal reliability and throughput. It is applicable in Frequency Range (FR) as defined in section 3.6.19.",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,3.6.19,Terminology,,The applicability of requirements for multi-Rx operation in FR governs the conditions under which multi-Rx operation is supported or required in the specified frequency range,Condition,,chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,1.0
Antenna Failure,multi-Rx operation,Concept,"multi-Rx operation refers to a capability in which a device can receive signals simultaneously on multiple receive chains or antennas, enhancing signal reliability and throughput. It is applicable in Frequency Range (FR) as defined in section 3.6.19.",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,Applicability of requirements for multi-Rx operation in FR,Concept,"Applicability of requirements for multi-Rx operation in FR is a defined concept in section 3.6.19, specifying the conditions under which requirements for multi-Rx operation apply in the Frequency Range (FR).",The applicability of requirements for multi-Rx operation in FR governs the conditions under which multi-Rx operation is supported or required in the specified frequency range,govern,"[""3.6.19""]",chunk-e830537219277645d8ba172efb7d11ba,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md3.6.19,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,Figure 4.2.1-1,Reference,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration,Condition,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,Figure 4.2.1-1,Reference,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,RF Repeater includes repeater type 1-C as a specific configuration,include,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration,Condition,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,RF Repeater includes repeater type 1-C as a specific configuration,include,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","For repeater type 1-C, the requirements are applied at the repeater antenna connector (BS-side connector or UE-side connector) for downlink or uplink for the configuration in normal operating conditions.",Definition,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration,Condition,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration<SEP>Requirements for repeater type 1-C are applied at the repeater antenna connector for downlink or uplink under normal operating conditions,Condition,,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,2.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,BS-side connector,Terminology,,Requirements for repeater type 1-C are applied at the BS-side connector for downlink or uplink signals,apply,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",RF Repeater includes repeater type 1-C as a specific configuration,include,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","For repeater type 1-C, the requirements are applied at the repeater antenna connector (BS-side connector or UE-side connector) for downlink or uplink for the configuration in normal operating conditions.",Definition,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",RF Repeater includes repeater type 1-C as a specific configuration,include,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,BS-side connector,Terminology,,Requirements for repeater type 1-C are applied at the BS-side connector for downlink or uplink signals,apply,"[""normal operating conditions""]",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration,Condition,,chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,normal operating conditions,Terminology,,RF Repeater includes repeater type 1-C as a specific configuration<SEP>Requirements for repeater type 1-C are applied at the repeater antenna connector for downlink or uplink under normal operating conditions,Condition,,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,2.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,repeater antenna connector,Terminology,,Requirements for repeater type 1-C are applied at the repeater antenna connector for downlink or uplink under normal operating conditions,apply,"[""normal operating conditions""]",chunk-d18326f6448eede6a7e5b62bece2a11f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,1.0
Antenna Failure,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,repeater antenna connector,Terminology,,Requirements for repeater type 1-C are applied at the repeater antenna connector for downlink or uplink under normal operating conditions,apply,"[""normal operating conditions""]",chunk-d18326f6448eede6a7e5b62bece2a11f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,1.0
Antenna Failure,Maximum output power,Concept,"Maximum output power refers to the highest base station output power per sector, expressed as e.i.r.p. (effective isotropic radiated power), and was provided in the antenna parameter table of the LS [4], aligned with antenna characteristics. It is specified for different deployment scenarios including Rural, Macro suburban, Macro urban, Small cell outdoor/Micro urban, and Small cell indoor/Indoor urban, with values of 72.2 dBm for the first three and 61.5 dBm for Small cell outdoor/Micro urban, while N/A is indicated for Small cell indoor/Indoor urban.",chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The maximum base station output power per sector (e.i.r.p.) was provided in the antenna parameter table of the LS [4], as extracted in Table 4.",Definition,,chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1.0
Antenna Failure,Maximum output power,Concept,"Maximum output power refers to the highest base station output power per sector, expressed as e.i.r.p. (effective isotropic radiated power), and was provided in the antenna parameter table of the LS [4], aligned with antenna characteristics. It is specified for different deployment scenarios including Rural, Macro suburban, Macro urban, Small cell outdoor/Micro urban, and Small cell indoor/Indoor urban, with values of 72.2 dBm for the first three and 61.5 dBm for Small cell outdoor/Micro urban, while N/A is indicated for Small cell indoor/Indoor urban.",chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,Table 4.2.1.5-1,Reference,,chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1.0
Antenna Failure,Maximum output power,Concept,"Maximum output power refers to the highest base station output power per sector, expressed as e.i.r.p. (effective isotropic radiated power), and was provided in the antenna parameter table of the LS [4], aligned with antenna characteristics. It is specified for different deployment scenarios including Rural, Macro suburban, Macro urban, Small cell outdoor/Micro urban, and Small cell indoor/Indoor urban, with values of 72.2 dBm for the first three and 61.5 dBm for Small cell outdoor/Micro urban, while N/A is indicated for Small cell indoor/Indoor urban.",chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,REF,UNKNOWN,Clause 5.2.3.2.2 of 3GPP TS 29.5,Table 4.2.1.5-1,Reference,,chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1.0
Antenna Failure,Maximum output power,Concept,"Maximum output power refers to the highest base station output power per sector, expressed as e.i.r.p. (effective isotropic radiated power), and was provided in the antenna parameter table of the LS [4], aligned with antenna characteristics. It is specified for different deployment scenarios including Rural, Macro suburban, Macro urban, Small cell outdoor/Micro urban, and Small cell indoor/Indoor urban, with values of 72.2 dBm for the first three and 61.5 dBm for Small cell outdoor/Micro urban, while N/A is indicated for Small cell indoor/Indoor urban.",chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,DEF,UNKNOWN,"The Support Team is responsible for the management of the work of the TSGs, including editorship and management of specifications under TSG change control, preparation and support for meetings (including meeting reports) of TSGs, their Working Groups, and subgroups, in descending priority, and liaison with other bodies and relevant groups and institutions.","The maximum base station output power per sector (e.i.r.p.) was provided in the antenna parameter table of the LS [4], as extracted in Table 4.",Definition,,chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1.0
Antenna Failure,repeater antenna connector,Terminology,,chunk-d18326f6448eede6a7e5b62bece2a11f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,normal operating conditions,Terminology,,Requirements for repeater type 1-C are applied at the repeater antenna connector for downlink or uplink under normal operating conditions,Condition,,chunk-d18326f6448eede6a7e5b62bece2a11f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,1.0
