telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Co-Channel Interference,interference,interference,Terminology,,chunk-de5e3d9660b0de6a395448c4128f72c0,../3GPP-trunked/Rel-19/28_series/28550-j00.md4.2,1770235128,Rel-19/28_series/28550-j00/graph_chunk_entity_relation.graphml,Rel-19,interference,interference
Co-Channel Interference,CLI,CLI,Concept,"CLI stands for Cross Link Interference and is an abbreviation defined in the present document, taking precedence over any definition in TR 21.905 [1] or TS 23.501 [4].",chunk-3140952a8ee0fb3020520e526f4563f0,../3GPP-trunked/Rel-19/28_series/28552-j30.mdNone,1770237092,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,CLI,interference
Co-Channel Interference,Co-location blocking,Co-location blocking,Concept,"Co-location blocking is a condition where interference occurs due to co-location of transmitters, evaluated using a continuous wave (CW) interferer with frequency f ≤ 3.0 GHz, and the wanted signal level is specified with a tolerance of ±0.7 dB for f ≤ 3.0 GHz, ±1.0 dB for 3.0 GHz < f ≤ 4.2 GHz, and ±1.22 dB for 4.2 GHz < f ≤ 6.0 GHz.",chunk-74cda4721d8de8ab8a1e59580fd39493,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.3,1770228057,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,Co-location blocking,interference
Co-Channel Interference,CW interferer,CW interferer,Signal,"A continuous wave (CW) interferer is used in testing scenarios to evaluate interference effects, with its level specified as ±0.5 dB for f ≤ 3.0 GHz, ±0.7 dB for 3.0 GHz < f ≤ 4",chunk-74cda4721d8de8ab8a1e59580fd39493,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4.1.2.3,1770228057,Rel-19/38_series/38101-3-j10_cover/graph_chunk_entity_relation.graphml,Rel-19,CW interferer,interference
Co-Channel Interference,OTA co-location requirements,OTA co-location requirements,Concept,"OTA co-location requirements are technical specifications that ensure minimal interference between two co-located base station systems, specifically BS type 1-O and a co-location reference antenna. These requirements are based on the power at the conducted interface of the reference antenna and apply to both uplink and downlink signals.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,OTA co-location requirements,interference
Co-Channel Interference,unwanted emission co-location requirements,unwanted emission co-location requirements,Concept,"Unwanted emission co-location requirements are optional technical requirements based on declaration, designed to ensure minimal interference from unwanted emissions when BS type 1-O is co-located with another base station of the same class.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,unwanted emission co-location requirements,interference
Co-Channel Interference,out of band blocking co-location requirements,out of band blocking co-location requirements,Concept,"Out of band blocking co-location requirements are optional technical requirements based on declaration, intended to prevent interference caused by out-of-band signals from another co-located base station.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,out of band blocking co-location requirements,interference
Co-Channel Interference,TX OFF co-location requirements,TX OFF co-location requirements,Concept,"TX OFF co-location requirements are mandatory technical requirements that represent the worst-case interference scenario when the transmitter is off, ensuring system performance under such conditions.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,TX OFF co-location requirements,interference
Co-Channel Interference,TX IMD co-location requirements,TX IMD co-location requirements,Concept,"TX IMD co-location requirements are mandatory technical requirements related to transmitter intermodulation distortion, representing a worst-case interference scenario and ensuring minimal degradation in co-located systems.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,TX IMD co-location requirements,interference
Co-Channel Interference,guardband,guardband,Concept,guardband is a frequency band reserved between the BS channel bandwidth and the transmission bandwidth configuration to prevent interference between adjacent channels. It is part of the overall channel bandwidth structure and is defined in relation to the channel bandwidth and transmission bandwidth configuration.,chunk-b8beb77d2bff84d301ce3a2e25a258ca,../3GPP-trunked/Rel-19/38_series/38104-j00.md5.3.1,1770218547,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,guardband,interference
Co-Channel Interference,Minimum guardband,Minimum guardband,Concept,"The minimum guardband is a specified frequency gap required between the edge of a BS channel bandwidth and adjacent signals to prevent interference. It is defined in tables 5.3.3-1, 5.3.3-2, 5.3.3-2a, and 5.3.3-3 for FR1 and FR2, depending on the SCS (Subcarrier Spacing) and BS channel bandwidth. The guardband values are provided in kHz and vary based on the numerology and frequency band. The guardband must be maintained when multiple numerologies are multiplexed in the same symbol, with specific rules for FR1 and FR2.",chunk-5b709a85f8ee9a243220c0ba889409ef,../3GPP-trunked/Rel-19/38_series/38104-j00.md5.3.3,1770218547,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,Minimum guardband,interference
Co-Channel Interference,guard band,guard band,Concept,"Guard band is the unused frequency spectrum between the SAN channel bandwidth and the transmission bandwidth configuration, used to prevent interference between adjacent channels. Its presence is implied in the relationship between channel bandwidth and transmission bandwidth configuration as shown in Figure 5.3.1-1.",chunk-a714daeb2b4b2b170ab71dadedba9ee9,../3GPP-trunked/Rel-19/38_series/38108-j00.md5.3.1,1770219047,Rel-19/38_series/38108-j00/graph_chunk_entity_relation.graphml,Rel-19,guard band,interference
Co-Channel Interference,output power dynamics requirements,output power dynamics requirements,Concept<SEP>UNKNOWN,Output power dynamics requirements are the specifications outlined in clause 6.3.1 that define the behavior of power output in the system.<SEP>Power control is used to limit interference in the system,chunk-a77d8cb6646eb41433ce1d5a725157c5,../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.1,1770219105,Rel-19/38_series/38108-j00/graph_chunk_entity_relation.graphml,Rel-19,output power dynamics requirements<SEP>output power dynamics requirements)##,interference
Co-Channel Interference,Power control,Power control,Technology,Power control is a technique used to limit interference in the system.,chunk-a77d8cb6646eb41433ce1d5a725157c5,../3GPP-trunked/Rel-19/38_series/38108-j00.md6.3.1,1770219105,Rel-19/38_series/38108-j00/graph_chunk_entity_relation.graphml,Rel-19,Power control,interference
Co-Channel Interference,Io,Io,Signal,"Io is a parameter assumed to have constant EPRE (Energy Per Resource Element) across the bandwidth in the context of NR (New Radio) operating band groups in FR1, as specified in clause 3.5.2.<SEP>Io is the interference power assumed to have constant EPRE across the bandwidth, as specified in Note 1. It is used in the context of NR operating band groups in FR1 and is referenced in multiple tables for minimum and maximum values under different conditions.<SEP>Io is the interference power observed at the reference point, assumed to have constant EPRE across the bandwidth, and is used in the calculation of SSB Ês/Iot.",chunk-676c141a34619f86909d67df3639acf4<SEP>chunk-3456c84ce2a85b545ce9016ea54578e5<SEP>chunk-a9edaafaf7fcc1eef310d0151958ad69,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.1<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.2.3.2<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.3.1.2,1770224263,Rel-19/38_series/38133-j00_s10-11/graph_chunk_entity_relation.graphml,Rel-19,Io,interference
Co-Channel Interference,Ês/Iot,Ês/Iot,Concept,"Ês/Iot is the signal-to-interference ratio at the UE baseband, which must be maintained above the value defined in the table for proper operation. It is influenced by the SSB Ês/Iot and related parameters in test cases.",chunk-374db86a0d474b9f2d9f1f2105f35627,../3GPP-trunked/Rel-19/38_series/38133-j00_s10-11.md10.1.3.1.2,1770224263,Rel-19/38_series/38133-j00_s10-11/graph_chunk_entity_relation.graphml,Rel-19,Ês/Iot,interference
Co-Channel Interference,CSI-SINR,CSI-SINR,Signal,CSI-SINR is a signal measurement type indicating the signal-to-interference-plus-noise ratio for channel state information in NR networks.,chunk-0cc107451ed9d18766c9babce2f2ccfa,../3GPP-trunked/Rel-19/38_series/38133-j00_s9-9.md9.1.3.2,1770229089,Rel-19/38_series/38133-j00_s9-9/graph_chunk_entity_relation.graphml,Rel-19,CSI-SINR,interference
Co-Channel Interference,OCNG noise pattern,OCNG noise pattern,Technology,OCNG noise pattern is a noise signal generated by the test equipment (TE) with an energy level X for at least TCCA µs during the uplink channel access attempt when CCA fails. It is used to simulate interference during UL transmission.,chunk-301d2ad78676db85d1131ece412a4610,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2,1770221007,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,OCNG noise pattern,interference
Co-Channel Interference,SS-SINR accuracy,SS-SINR accuracy,Concept,"SS-SINR accuracy refers to the precision of the synchronization signal signal-to-interference-plus-noise ratio measurement, specified in section A.14.6.3.2.",chunk-6c9757793013cc50ce613ad04567030a,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.1-A.3.md2,1770221011,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,SS-SINR accuracy,interference
Co-Channel Interference,IDC Interference,IDC Interference,Challenge,"IDC Interference is a challenge that occurs when the UE is provided with an IDC solution, requiring the UE to perform radio link monitoring and meet specific requirements outlined in clause 8.1.",chunk-ff6e767f9767f9777c9c88e38e0cd10f,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.8,1770221091,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,IDC Interference,interference
Co-Channel Interference,7.8 In-channel selectivity,7.8 In-channel selectivity,Concept,"7.8 In-channel selectivity is a performance metric that defines the maximum allowable degradation in receiver performance due to in-channel interference, specified with different tolerance levels based on frequency ranges. It is measured under defined test conditions and includes test system uncertainty values.",chunk-9abc4d9c69d347ecaafc1a2976c7278f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.2.3,1770216310,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,7.8 In-channel selectivity,interference
Co-Channel Interference,out_of_band_blocking,out_of_band_blocking,Concept,Out-of-band blocking is a test condition where a continuous wave (CW) interferer is used to assess the receiver's performance under interference from adjacent frequency bands. It is specified for different frequency ranges and includes tolerances for wanted and interferer signal levels.,chunk-05c0fdcfb768de8838285a249ebe4e8f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.2.3,1770216316,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,out_of_band_blocking,interference
Co-Channel Interference,co_location_blocking_CW_interferer,co_location_blocking_CW_interferer,Concept,"Co-location blocking using a CW interferer is a test condition assessing receiver immunity to interference from a co-located source, with defined signal level tolerances for wanted and interferer signals across frequency ranges, including special cases for bands n46, n96, and n102.",chunk-05c0fdcfb768de8838285a249ebe4e8f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.2.3,1770216316,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,co_location_blocking_CW_interferer,interference
Co-Channel Interference,OTA adjacent channel selectivity,OTA adjacent channel selectivity,Concept,"OTA adjacent channel selectivity is a test criterion defined in clause 7.5.1 for evaluating the ability of an OTA receiver to reject interference from adjacent channels, with maximum test system uncertainty of ±3.4 dB for 24.25 GHz to 29.5 GHz, ±3.4 dB for 37 GHz to 43.5 GHz, ±5.1 dB for 43.5 GHz to 48.2 GHz, and ±4.0 dB for 52.6 GHz to 7",chunk-9c5f08b33763928a3bcf9c6e5ad21e21,../3GPP-trunked/Rel-19/38_series/38141-2-j00.mdNone,1770227906,Rel-19/38_series/38141-2-j00/graph_chunk_entity_relation.graphml,Rel-19,OTA adjacent channel selectivity,interference
Co-Channel Interference,OTA in-channel selectivity,OTA in-channel selectivity,Concept,"OTA in-channel selectivity is a test criterion defined in clause 7.9 for evaluating the ability of an OTA receiver to reject interference from signals within the same channel, with maximum test system uncertainty of ±3.4 dB for 24.25 GHz to 29.5 GHz, ±3.4 dB for 37 GHz to 43.5 GHz, ±5.1 dB for 43.5 GHz to 48.2 GHz, and ±4.0 dB for 52.6 GHz to 71 GHz.",chunk-9c5f08b33763928a3bcf9c6e5ad21e21,../3GPP-trunked/Rel-19/38_series/38141-2-j00.mdNone,1770227906,Rel-19/38_series/38141-2-j00/graph_chunk_entity_relation.graphml,Rel-19,OTA in-channel selectivity,interference
Co-Channel Interference,OTA out-of-band blocking,OTA out-of-band blocking,Concept,"OTA out-of-band blocking is a test criterion defined in clause 7.6 for evaluating the ability of an OTA receiver to reject interference from signals outside the intended frequency band, with maximum test system uncertainty of ±3.6 dB for 24.25 GHz to 43.5 GHz, ±4.5 dB for 43.5 GHz to 48.2 GHz, and ±4.0 dB for 52.6 GHz to 142 GHz.)##
(entity<",chunk-9c5f08b33763928a3bcf9c6e5ad21e21,../3GPP-trunked/Rel-19/38_series/38141-2-j00.mdNone,1770227907,Rel-19/38_series/38141-2-j00/graph_chunk_entity_relation.graphml,Rel-19,OTA out-of-band blocking,interference
Co-Channel Interference,ss-SINR-Meas,ss-SINR-Meas,Concept,"ss-SINR-Meas is a measurement capability that enables the UE to measure the Synchronization Signal Block Signal-to-Interference-plus-Noise Ratio (SS-SINR) in one frequency range. It is supported in both frequency ranges when the UE supports both FR1 and FR2, or in a single frequency range when the UE supports only one.<SEP>ss-SINR-Meas is a measurement capability for SSB SINR, and its support is signaled in measAndMobParameters/measAndMobParametersFRX-Diff if supported in both FR1 and FR2, or in fr1-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff or fr2-Add-",chunk-1501b913a3b2b8b1031ac4c8c6227ba2<SEP>chunk-2e0f2ce0f5298fea6c9b8dc19357a55e,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3,1770225845,Rel-19/38_series/38174-j00/graph_chunk_entity_relation.graphml,Rel-19,ss-SINR-Meas,interference
Co-Channel Interference,Zero Forcing,Zero Forcing,Concept,Zero Forcing is a signal processing technique used in communication systems to eliminate interference by forcing the interference terms to zero. It is applied under general conducted test conditions as specified in section 4.,chunk-975016ea68906db80d527f6e3f8ef466,../3GPP-trunked/Rel-19/38_series/38176-1-j00.md4,1770227622,Rel-19/38_series/38176-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Zero Forcing,interference
Co-Channel Interference,Single Frequency operation,Single Frequency operation,Concept,"Single Frequency operation is a network configuration where a single frequency band is used for both uplink and downlink communication, typically in a time-division duplex (TDD) mode, to simplify deployment and reduce interference.",chunk-d396c8b3e490896085f572423e5ad549,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.8,1770223341,Rel-19/38_series/38523-1-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Single Frequency operation,interference
Co-Channel Interference,INT-RNTI,INT-RNTI,Signal,"INT-RNTI is a Radio Network Temporary Identifier used to indicate the presence of a new transmission in the downlink, typically for initial transmission or retransmission in the context of HARQ processes.<SEP>INT-RNTI is an Interference RNTI used to indicate interference-related control information. The MAC entity monitors PDCCH for INT-RNTI during DRX operation.",chunk-1c833f9ceecd560d39320e124f256a95<SEP>chunk-ec30697b59a5df242a834945319d3829,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s070115-s07014.md7.1.1.5.2.2<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_s070115-s07014.md7.1.1.5.3.2,1770224969,Rel-19/38_series/38523-1-j00_s070115-s07014/graph_chunk_entity_relation.graphml,Rel-19,INT-RNTI,interference
Co-Channel Interference,Huawei,Huawei,Organization,Huawei is an organization evaluating two aspects: (1) Blocking of D2R receiver and (2) Carrier-wave interference cancellation.,chunk-bc096626f85d63ac4a4bad15f656e7d2,../3GPP-trunked/Rel-19/38_series/38769-j00.md2,1770220183,Rel-19/38_series/38769-j00/graph_chunk_entity_relation.graphml,Rel-19,Huawei,interference
Co-Channel Interference,Blocking of D2R receiver,Blocking of D2R receiver,Concept,"Blocking of D2R receiver refers to the interference issue where the D2R receiver may be blocked by a carrier-wave source. This is evaluated under different deployment scenarios: (1) when the carrier-wave source is separately deployed from the D2R receiver (e.g., D1T1-A1 and D1T1-B), relying on spatial isolation; and (2) when the carrier-wave transmitter and D2R receiver are integrated (e.g., D1T1-A2), allowing analog interference cancellation in the RF front-end.",chunk-bc096626f85d63ac4a4bad15f656e7d2,../3GPP-trunked/Rel-19/38_series/38769-j00.md2,1770220183,Rel-19/38_series/38769-j00/graph_chunk_entity_relation.graphml,Rel-19,Blocking of D2R receiver,interference
Co-Channel Interference,Carrier-wave interference cancellation,Carrier-wave interference cancellation,Concept,"Carrier-wave interference cancellation is a technique used to mitigate interference from a carrier-wave source. It involves spatial isolation, RF interference cancellation, and high-pass filtering. The effectiveness depends on deployment configuration and signal synchronization.",chunk-bc096626f85d63ac4a4bad15f656e7d2,../3GPP-trunked/Rel-19/38_series/38769-j00.md2,1770220183,Rel-19/38_series/38769-j00/graph_chunk_entity_relation.graphml,Rel-19,Carrier-wave interference cancellation,interference
Co-Channel Interference,D1T1-A2,D1T1-A2,Application,"D1T1-A2 is a deployment scenario where the carrier-wave transmitter and D2R receiver are integrated, enabling analog interference cancellation in the RF front-end. This configuration allows for higher interference suppression, especially when a common reference clock is shared between the transmitter and receiver.",chunk-bc096626f85d63ac4a4bad15f656e7d2,../3GPP-trunked/Rel-19/38_series/38769-j00.md2,1770220183,Rel-19/38_series/38769-j00/graph_chunk_entity_relation.graphml,Rel-19,D1T1-A2,interference
Co-Channel Interference,D1T1-B,D1T1-B,Application,"D1T1-B is a deployment scenario where the carrier-wave source is separately deployed from the D2R receiver, relying on spatial isolation and interference mitigation techniques such as RF cancellation and high-pass filtering. It supports wired connection between the base station and carrier-wave node, enabling synchronization.",chunk-bc096626f85d63ac4a4bad15f656e7d2,../3GPP-trunked/Rel-19/38_series/38769-j00.md2,1770220183,Rel-19/38_series/38769-j00/graph_chunk_entity_relation.graphml,Rel-19,D1T1-B,interference
Co-Channel Interference,co-existence studies,co-existence studies,Concept,Co-existence studies are evaluations conducted to assess the compatibility of radio systems operating in adjacent or overlapping frequency bands to prevent interference.,chunk-213c3280f9141c5602e530e3fedeb0aa,../3GPP-trunked/Rel-19/38_series/38922-j00.mdNone,1770219797,Rel-19/38_series/38922-j00/graph_chunk_entity_relation.graphml,Rel-19,co-existence studies,interference
Co-Channel Interference,ACIR,ACIR,Technology,ACIR stands for Adjacent Channel Interference Ratio and is an abbreviation used in the present document.,chunk-0fca8699eee728b58c2046e0946b6142,../3GPP-trunked/Rel-19/38_series/38922-j00.md3.3,1770219823,Rel-19/38_series/38922-j00/graph_chunk_entity_relation.graphml,Rel-19,ACIR,interference
Faulty Handover Algorithm,5GC NFs,5GC NFs,Technology,"5GC NFs (5G Core Network Functions) are network functions within the 5G core responsible for managing session, mobility, and service-related operations. They are sources of network energy related information used in ion exposure.<SEP>5GC NFs are 5G Core Network Functions that are part of the 5GC and can act as authorized consumers to request exposure of network energy related information.",chunk-08cf58a85b00cf34dd2c3fc14bdaa4e2<SEP>chunk-fb54105304627aaf0beb3a698b950ad9,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md5.1.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.2.2,1770200827,Rel-19/22_series/22011-j50/graph_chunk_entity_relation.graphml,Rel-19,5GC NFs,mobility
Faulty Handover Algorithm,SRVCC,SRVCC,Technology,"SRVCC is a handover mechanism enabling seamless voice continuity from LTE to GERAN/UTRAN, used in MTSI speech calls when transitioning",chunk-8dc35f086e7389e2e4673b855beefc10,../3GPP-trunked/Rel-19/34_series/34229-2-j00.md4.1,1770200808,Rel-19/22_series/22011-j50/graph_chunk_entity_relation.graphml,Rel-19,SRVCC,handover
Faulty Handover Algorithm,5G MM procedures,5G MM procedures,Concept,"5G MM procedures are mobility management procedures in the 5G core network that include Registration and UE Configuration Update procedures, used to manage UE connectivity and mobility, and can be enhanced for network energy saving and energy efficiency.",chunk-15204f1a48b16a298feaca77f8bf8016,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.15.2,1770201503,Rel-19/22_series/22104-j20/graph_chunk_entity_relation.graphml,Rel-19,5G MM procedures,mobility
Faulty Handover Algorithm,AM policy,AM policy,Concept,"AM policy is a set of rules created by the PCF that govern Access and Mobility parameters related to network energy saving, and can be associated with a UE to influence its mobility behavior.",chunk-15204f1a48b16a298feaca77f8bf8016,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.15.2,1770201503,Rel-19/22_series/22104-j20/graph_chunk_entity_relation.graphml,Rel-19,AM policy,mobility
Faulty Handover Algorithm,Mobility Management procedures enhanced for energy saving,Mobility Management procedures enhanced for energy saving,Concept,"Mobility Management procedures enhanced for energy saving is a set of procedures defined in section 6.15.3.1 to reduce network energy consumption. It involves enhancements to the Registration procedure described in clause 4.2.2.2.2 of TS 23.502 [3], including AM subscription data with validity conditions, AM policy decisions by PCF based on network energy information, and AMF actions using analytics and energy control data for access and mobility management.",chunk-7880ef7390842438a73812182530fbb8,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.15.3.1,1770201504,Rel-19/22_series/22104-j20/graph_chunk_entity_relation.graphml,Rel-19,Mobility Management procedures enhanced for energy saving,mobility
Faulty Handover Algorithm,List of allowed TAIs,List of allowed TAIs,Concept,List of allowed TAIs is a set of Tracking Area Identifiers that the PCF may expand or restrict based on network energy related information to manage UE mobility and reduce energy consumption.,chunk-7880ef7390842438a73812182530fbb8,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.15.3.1,1770201504,Rel-19/22_series/22104-j20/graph_chunk_entity_relation.graphml,Rel-19,List of allowed TAIs,mobility
Faulty Handover Algorithm,core network,core network,Technology,"The core network is the central part of the 5G System responsible for managing user sessions, mobility, and connectivity, and can be specifically targeted via subscription-based routing.",chunk-e7d1889bd63abf66975edf27a9c9e024,../3GPP-trunked/Rel-19/22_series/22877-j00.md1,1770200936,Rel-19/22_series/22115-j00/graph_chunk_entity_relation.graphml,Rel-19,core network,mobility
Faulty Handover Algorithm,AM PCF,AM PCF,Technology,AM PCF is a type of PCF responsible for handling access and mobility management-related policies.,chunk-8fdb52e3ed6c214ff83eceaf68e2a690,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.20.2.1,1770201734,Rel-19/22_series/22125-j20/graph_chunk_entity_relation.graphml,Rel-19,AM PCF,mobility
Faulty Handover Algorithm,AM/SM policy control,AM/SM policy control,Application,AM/SM policy control refers to the application of access and mobility management or session management policies that utilize energy related UE subscription information to enable energy saving in the network.,chunk-8fdd643f49f58640d39894bb50c7c291,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.22.3,1770201816,Rel-19/22_series/22125-j20/graph_chunk_entity_relation.graphml,Rel-19,AM/SM policy control,mobility
Faulty Handover Algorithm,SSC mode 1,SSC mode 1,Concept,"SSC mode 1 is a session and service continuity mode defined in the document, associated with section 6.29. It represents a specific configuration for maintaining session continuity during mobility or network changes.",chunk-1e0b2d1e7ea5f0ac4647a396b572b952,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.29.3,1770202049,Rel-19/22_series/22156-j10/graph_chunk_entity_relation.graphml,Rel-19,SSC mode 1,mobility
Faulty Handover Algorithm,5G system,5G system,Technology,"The 5G system is a telecommunications system described in the present document, comprising a User Equipment (UE), Next Generation Radio Access Network (NG-RAN), and 5G Core network. It defines service and operational requirements for 5G.<SEP>The 5G system is designed to provide optimized support for a variety of services, traffic loads, and end-user communities, offering enhanced flexibility and optimization through new technologies in both access and core networks. It supports stringent KPIs for latency, reliability, throughput, positioning, and availability, and enables new business models such as IoT and enterprise managed networks. The system incorporates network slicing, in-network caching, hosting services closer to endpoints, and support for non-public networks (NPNs) and public land mobile networks (PLMNs). It also supports diverse mobility, scalable resource assignment, and efficient control and data plane resource usage. The 5G system is applicable to both NPNs and PLMNs unless otherwise specified, and includes specific requirements for each. It addresses high data rates, user density, mobility, variable data rates, coverage, traffic density, connection density, and support for services like UAV control, AR, factory automation, and V2X applications.<SEP>The 5G system is a network architecture that supports a UE with a 5G subscription roaming into a 5G Visited Mobile Network that has a roaming agreement with the UE's 5G Home Mobile Network. It enables both home network provided data connectivity and visited network provided data connectivity, as well as support for services in either the home or visited network on a service-by-service basis. It also provides mechanisms for limiting access to services for roaming UEs based on roaming agreements and for directing UE traffic over a partnership network, subject to operator agreements.<SEP>The 5G system supports most existing EPS services and introduces many new services. It enables access to existing EPS services using new 5G access technologies, even when EPS specifications originally indicate E-UTRA(N) only. The 5G system does not support a few EPS capabilities, which are identified in clause 5.1.2.2.<SEP>The 5G system is the next-generation mobile network architecture designed to support advanced services and",chunk-0b42ea99701a892e35159c27b3d527ce<SEP>chunk-7aed1737f9a1c2ac2d7a169d37c78358<SEP>chunk-4fc44c8e593530e1da8ba74762026470<SEP>chunk-9a5198edffaf93e20db2c6ea7e0059cc<SEP>chunk-b62e8c8ab4c4d56d3516125d75c14c84,../3GPP-trunked/Rel-19/22_series/22261-ja0.md1<SEP>../3GPP-trunked/Rel-19/22_series/22261-ja0.md4<SEP>../3GPP-trunked/Rel-19/22_series/22261-ja0.md5.1.2.1<SEP>../3GPP-trunked/Rel-19/22_series/22261-ja0.md5.1.1<SEP>../3GPP-trunked/Rel-19/22_series/22261-ja0.md5.1.2.2,1770175267,Rel-19/22_series/22261-ja0/graph_chunk_entity_relation.graphml,Rel-19,5G system,mobility
Faulty Handover Algorithm,Legacy service support,Legacy service support,Concept,"Legacy service support is a requirement in the 5G system that mandates support for all EPS capabilities as defined in 3GPP TS 22.011, 22.101, 22.278, 22.185, 22.071, 22.115, 22.153, 22.173, and 22.468. However, several specific service continuities and fallback mechanisms are explicitly not supported, including voice service continuity from NG-RAN to GERAN, UTRAN CS, or UTRAN, CS fallback to GERAN or UTRAN, seamless handover to GERAN or UTRAN, access to 5G core via GERAN or UTRAN, video service continuity between 5GS and UMTS, IP address preservation during mobility between 5GS and GSM/UMTS, and service continuity between 5GS and CDMA2000.",chunk-b62e8c8ab4c4d56d3516125d75c14c84,../3GPP-trunked/Rel-19/22_series/22261-ja0.md5.1.2.2,1770175257,Rel-19/22_series/22261-ja0/graph_chunk_entity_relation.graphml,Rel-19,Legacy service support,handover; mobility
Faulty Handover Algorithm,N15,N15,Signal,N15 is a signaling interface in 5G core networks used for communication between the PCF and the Access and Mobility Management Function (AMF). It supports policy control signaling during mobility and access management procedures.,chunk-9f20e5ac96ba0787a93cb997dc8b1fe1,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.20,1770200277,Rel-19/22_series/22268-j00/graph_chunk_entity_relation.graphml,Rel-19,N15,mobility
Faulty Handover Algorithm,SSC Mode 3,SSC Mode 3,Technology,"SSC Mode 3 is a session and service continuity mode used in PDU Session management, ensuring session continuity during mobility. It is specified in the URSP rules for both S-NSSAI-a and S-NSSAI-b.",chunk-c503745a39758c92de89a0e307fe123c,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.2.2,1770201236,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,SSC Mode 3,mobility
Faulty Handover Algorithm,5GC procedures,5GC procedures,Concept,"5GC procedures are network procedures in the 5G Core that include MM (Mobility Management) and SM (Session Management) procedures, and are not impacted by the described changes.",chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3,1770201251,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,5GC procedures,mobility
