matched_terms,entity_id,entity_type,description,source_id,file_path
mobility,5GMM-IDLE mode,Concept,"5GMM-IDLE mode, when used standalone in this specification, refers to a UE that can be in 5GMM-IDLE mode over 3GPP access or over non-3GPP access.<SEP>5GMM-IDLE mode is a state of the UE over non-3GPP access where the UE is not actively connected to the network and is in a low-power state, requiring registration procedures to re-establish connectivity.<SEP>5GMM-IDLE mode is a state in 5G mobility management where the UE is registered but not actively connected, allowing for reduced signaling and power consumption, and supporting registration procedures during inter-system changes.<SEP>5GMM-IDLE mode is a state of the UE in which the UE is not actively communicating with the network, and access control is performed only for event a) defined in subclause 4.5.1 when operator-defined access category definitions are stored for the selected PLMN or RPLMN, or for the selected SNPN or RSNPN.<SEP>5GMM-IDLE mode is a state of the UE in which it is not actively connected to the 5G core network, and no user plane or control plane data is being transferred. In this mode, the UE can initiate access attempts upon receiving a request from upper layers, and access control and checking are performed based on access identities and categories.<SEP>5GMM-IDLE mode is a state in the 5G Mobility Management (5GMM) where the UE is not actively connected for NAS signaling, and may be in a suspended state for connection recovery or following a fallback indication from lower layers.",chunk-afaaedce69806c8417598d8d89a82321<SEP>chunk-dbdeb2c7a5be9a2ce2d242cb3eebd41f<SEP>chunk-c0ed2579ce2c6e2f9c9612135478c0e2<SEP>chunk-ba3366856f62aa455b0deeeeb8040614<SEP>chunk-096396f39e964a709b7e9983a3428f4e<SEP>chunk-7c744ab7cb7f4a621fb03c0d0f38a052,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.5<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.4.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.5
mobility,5GMM-CONNECTED mode,Concept,"**5GMM-CONNECTED mode** is a state in 5G mobility management where the User Equipment (UE) is registered with the 5G Core Network (5GC) and maintains an active connection for data transfer and network services. This mode applies to both 3GPP and non-3GPP access types, enabling the UE to remain connected and responsive to network interactions. In this state, the UE actively communicates with the Access and Mobility Management Function (AMF), maintaining an active session and supporting mobility management procedures. The UE must delete the mapped 5G NAS security context upon completion of an inter-system change, ensuring security integrity during transitions. Access control is enforced for specific events (e.g., events 1 to 8 as defined in subclause 4.5.1), and access barring checks are performed by lower layers during access attempts when the UE is in RRC Inactive state. Furthermore, 5GMM-CONNECTED mode supports inter-system mobility, including transitions from S1 mode (E-UTRAN) to N1 mode (5G NR), ensuring continuity of service. The state is characterized by active network connectivity, registration, and support for real-time data exchange, making it essential for applications requiring low latency<SEP>5GMM-CONNECTED mode is a state of the UE where it is connected to the 5G core network and capable of handling NAS signaling and PDU session management. It is one of the conditions under which access control and checking are performed.",chunk-e859fb10619faf70104c8f8867850cfb<SEP>chunk-0f59e5c90c7e4a7e9ba4079c7596b271<SEP>chunk-dbdeb2c7a5be9a2ce2d242cb3eebd41f<SEP>chunk-c0ed2579ce2c6e2f9c9612135478c0e2<SEP>chunk-63ab7af6ba0c6867f02081029b11ae74<SEP>chunk-26e9895e73293cacd5527250af07e779<SEP>chunk-ba3366856f62aa455b0deeeeb8040614<SEP>chunk-a39cb003d5f34d7a7fd3f0978e0bcc9d<SEP>chunk-7c744ab7cb7f4a621fb03c0d0f38a052,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.4<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.5<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.4.2
mobility,N1 NAS signalling connection,Concept,"An N1 NAS signalling connection is a peer-to-peer N1 mode connection between the User Equipment (UE) and the Access and Mobility Management Function (AMF). It is formed by the concatenation of an RRC connection via the Uu reference point and an NG connection via the N2 reference point for 3GPP access, or by the concatenation of an IPsec tunnel via the NWu reference point and an NG connection via the N2 reference point for non-3GPP access.",chunk-1e263c8eb41ee3da7eefccd71fba6432,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1
mobility,non-access stratum (NAS) procedures,Concept,"The non-access stratum (NAS) procedures in the 5G system (5GS) are specified in the present document and are used by protocols for mobility management between the user equipment (UE) and the access and mobility management function (AMF) for both 3GPP access and non-3GPP access, and for session management between the user equipment (UE) and the session management function (SMF) for both 3GPP access and non-3GPP access.",chunk-b65adc70baf48213629471a19485eccb,../3GPP-trunked/Rel-19/24_series/24501-j20.md1
mobility,5G system (5GS),Concept,"The 5G system (5GS) is a network architecture that supports mobility management and session management for user equipment (UE) using either 3GPP access or non-3GPP access, and includes components such as the access and mobility management function (AMF), session management function (SMF), and policy control function (PCF).",chunk-b65adc70baf48213629471a19485eccb,../3GPP-trunked/Rel-19/24_series/24501-j20.md1
mobility,5GMM protocol,Technology,The 5GMM protocol is defined in the present document and provides procedures for the control of mobility when the user equipment (UE) is using the,chunk-b65adc70baf48213629471a19485eccb,../3GPP-trunked/Rel-19/24_series/24501-j20.md1
mobility,NG radio access network (NG-RAN),Technology,"The NG radio access network (NG-RAN) is a component of the 5G system (5GS) that supports mobility management and session management for user equipment (UE) using 3GPP access, and is involved in inter-system mobility with E-UTRAN and non-3GPP access networks connected to the EPC or 5GCN.",chunk-b65adc70baf48213629471a19485eccb,../3GPP-trunked/Rel-19/24_series/24501-j20.md1
mobility,S-NSSAI based congestion control,Concept,Type of congestion control at session management level that is applied to reject session management requests from UEs or release PDU sessions when the associated S-NSSAI and optionally the associated DNN are congested. It can be activated at the SMF over session management level and also activated at the AMF over mobility management level.,chunk-d3985caebdfbdc7c3369d156e809eeb6,../3GPP-trunked/Rel-19/24_series/24501-j20.md3.1
mobility,non-access stratum,Concept,"The non-access stratum (NAS) is the highest stratum of the control plane between the UE and the AMF over the N1 reference point, supporting both 3GPP and non-3GPP access. It provides functions including UE mobility support, session management, and NAS transport for various payloads such as SMS, LPP, SLPP, LCS, UPP-CMI container, UE policy container, SOR transparent container, and UE parameters update information.",chunk-d746b0dd6d255f5944650a06361cf36f,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.1
mobility,mobility of the user equipment,Concept,"Mobility of the user equipment refers to the support of UE movement across network areas, including authentication, identification, generic UE configuration update, and security mode control procedures.",chunk-d746b0dd6d255f5944650a06361cf36f,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.1
mobility,5GMM common procedures,Concept,5GMM common procedures are a set of standardized signalling procedures within the 5G Mobility Management (5GMM) framework that include the control of NAS security.,chunk-d746b0dd6d255f5944650a06361cf36f,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.1
mobility,elementary procedures for 5GS mobility management,Concept,Elementary procedures for,chunk-d746b0dd6d255f5944650a06361cf36f,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.1
mobility,5GMM transport message,Concept,"A 5GMM transport message is a mobility management message in the 5GS used to carry 5GSM messages as piggybacked information elements. It enables the parallel execution of 5GMM and 5GSM procedures between the UE, AMF, and SMF.",chunk-ebb23b8d5a748a35123e536b1b520872,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.2
mobility,5G NAS security context,Concept,"The 5G NAS security context is a security state maintained by both the User Equipment (UE) and the Access and Mobility Management Function (AMF) to enable secure exchange of Non-Access Stratum (NAS) signaling messages in 5G networks. It encompasses critical security parameters, including integrity protection, ciphering, NAS COUNT values (both uplink and downlink), message authentication codes, selected NAS algorithms, and a key set identifier (ngKSI). The context is established during primary authentication and key agreement, security mode control procedures, N1-to-N1 handovers, or inter-system transitions from S1 mode to N1 mode. It supports both 3GPP and non-3GPP access within the same PLMN, maintaining separate NAS COUNT counters for each access type—resulting in two pairs of counters when both access types are used. The context may be native (independent of prior contexts) or mapped (derived from a previous context, e.g., during handover), and is activated upon successful registration with the same PLMN over either 3GPP or non-3GPP access. The current 5G NAS security context refers to the most recently established and active instance, while non-current contexts are retained temporarily to ensure continuity<SEP>A 5G NAS security context is a set of security parameters maintained by the AMF and UE to enable secure exchange of NAS messages. It is required for integrity protection and encryption of NAS signaling, and its absence triggers special handling rules for certain messages.",chunk-e859fb10619faf70104c8f8867850cfb<SEP>chunk-ec223676ecf152c40ae34db586e1d91b<SEP>chunk-976f107a496501dc6ebdc7b3437b39be<SEP>chunk-271beb7d1fe2c1b6d63a054506e7b878<SEP>chunk-7ddc7021e3bbd564e76be4d14fa69d8c<SEP>chunk-95c9d65358373078ace4933aae94b9f3<SEP>chunk-82b9ef174e9ae7d49b678ced2326c9fb<SEP>chunk-335a5e81ee52d4365dddefb35b30af5d<SEP>chunk-1bdc80f9e0e79539377212798dce1ac1<SEP>chunk-0031ba031d5089753ff47b861f398139<SEP>chunk-ba3366856f62aa455b0deeeeb8040614<SEP>chunk-021b79a7cc50c12d66933dc161261781<SEP>chunk-ba4d4e7481832a002ba5bfa188c4fa2d<SEP>chunk-1b7f566ef414e18b1d67b12d8cedbf12<SEP>chunk-daecd9cfa64de8bf371ec61f98e7f366,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.5<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.6<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.3.5<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.3
mobility,N1 mode to N1 mode handover,Concept,"N1 mode to N1 mode handover is a mobility procedure where the UE transitions between different AMFs within the 5G core network while maintaining N1 mode, during which a new 5G NAS security context may be created.<SEP>N1 mode to N1 mode handover is a procedure in which a UE transitions between two network nodes (AMFs) within the same N1 mode, during which a new 5G NAS security context may be derived and activated. This process involves the use of the Intra N1 mode NAS transparent container IE and is governed by 3GPP TS 33.501 [24].<SEP>N1 mode to N1 mode handover is a mobility procedure where the UE remains in N1 mode, and secure NAS message exchange is re-established between the target AMF and the UE by transmitting NAS security parameters encapsulated in AS signaling from the target AMF to the UE.",chunk-976f107a496501dc6ebdc7b3437b39be<SEP>chunk-82b9ef174e9ae7d49b678ced2326c9fb<SEP>chunk-021b79a7cc50c12d66933dc161261781,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.1<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.5
mobility,5GMM-DEREGISTERED,Concept,"5GMM-DEREGISTERED is a state in the 5G Mobility Management state machine where the UE is deregistered from the network, and the native 5G NAS security context is marked as valid only when entering this state from any other state except 5G<SEP>5GMM-DEREGISTERED is a state in which the UE is not registered on the network. When the UE leaves this state for any other state except 5GMM-NULL, it triggers the invalidation of 5G NAS security contexts under specific conditions.<SEP>5GMM-DEREGISTERED is a state assigned to a UE by the network when the UE is marked as deregistered, based on additional criteria such as whether the UE is still performing periodic registration updates or responding to paging.",chunk-0031ba031d5089753ff47b861f398139<SEP>chunk-daecd9cfa64de8bf371ec61f98e7f366<SEP>chunk-85bf0b92f090fed64219c2d88627a829,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.3
mobility,5GMM-NULL,Concept,"5GMM-NULL is a state in the 5G Mobility Management state machine representing the initial or null state where no registration has been performed, and the UE is not registered on any access network.<SEP>5GMM-NULL is a state that the UE may transition to from 5GMM-DEREGISTERED, but in which no invalidation of 5G NAS security contexts occurs.",chunk-0031ba031d5089753ff47b861f398139<SEP>chunk-daecd9cfa64de8bf371ec61f98e7f366,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.3<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.1.2
mobility,target AMF,Technology,The target AMF is the Access and Mobility,chunk-976f107a496501dc6ebdc7b3437b39be,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.2.3
mobility,NAS signall,Signal,"NAS signall refers to Non-Access Stratum signaling messages used for communication between the User Equipment and the core network, particularly for managing mobility and session control.",chunk-87c075f0cf0189cf4a39f81e2c8777f4,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4
mobility,5GMM NAS messages,Concept,5GMM NAS messages are signaling messages in the 5G Mobility Management (5GMM) layer that require integrity protection once a valid 5G NAS security context is established and in use. Integrity protection is mandatory for both the UE and the network under specified conditions.,chunk-ba4d4e7481832a002ba5bfa188c4fa2d,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.1
mobility,NAS signalling messages,Concept,"NAS signalling messages are signaling messages processed by the 5GMM entity in the UE or forwarded to the 5GSM entity, and are subject to integrity checking unless explicitly exempted under specific conditions.<SEP>NAS signalling messages are signaling messages used in the 5G core network for mobility and session management between the UE and the AMF. They include registration, authentication, deregistration, service request, and control plane service request messages, and are subject to integrity checking unless specific exceptions apply.",chunk-95c9d65358373078ace4933aae94b9f3<SEP>chunk-068f4cb9722e52d3574f59af8c9e7234,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.2<SEP>../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.3
mobility,5GMM entity,Technology,"The 5GMM entity is a component in the UE responsible for handling 5GMM (5G Mobility Management) procedures, including processing and integrity checking of NAS signalling messages.",chunk-068f4cb9722e52d3574f59af8c9e7234,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.2
mobility,5GMM entity in the AMF,Technology,"The 5GMM entity in the AMF is a functional component responsible for handling 5GMM (5G Mobility Management) signaling, including processing and forwarding NAS messages, and enforcing integrity checks under specified conditions.",chunk-95c9d65358373078ace4933aae94b9f3,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.4.4.3
mobility,5GMM procedures,Concept,"5GMM (5G Mobility Management) procedures are mobility management processes initiated by NAS when detecting specific events, such as the need to",chunk-0f59e5c90c7e4a7e9ba4079c7596b271,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.1
mobility,Mobility manage,Concept,"Mobility manage is a procedure or function related to mobility management, referenced in section 4.6.2.",chunk-16b99f2ac364fde951916508883f20b6,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.6.2
mobility,EMM specific procedures,Concept,"EMM specific procedures are part of the EPS Mobility Management protocol used to manage the UE's mobility and registration state, required for establishing a PDN connection in S1 mode.",chunk-11675c25ce64ce43b5d650023adc816e,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.4.2
mobility,EMM procedures,Concept,"EMM procedures are specific procedures performed by the UE to manage mobility and session management in the EPS network, including authentication, attachment, and tracking area updates, and are required to establish a PDN connection for IMS access.",chunk-ce65d5663f13e7e03ca89327a3f8e360,../3GPP-trunked/Rel-19/24_series/24501-j20.md4.5.5
mobility,5G Core Network,Concept,"5G Core Network is the central part of the 5G system that manages session control, mobility management, and user data handling, interfacing with the 5G Access Network and external networks.",chunk-f04bcc775a1888d07b9cb86c1360d820,../3GPP-trunked/Rel-19/24_series/24502-j20.md3.1
mobility,Relay reselection and mobility support,Concept,"Relay reselection and mobility support is a feature defined in section 6.1.2.5 that handles mobility scenarios for 5G ProSe Remote UEs and Intermediate UE-to-Network Relays. It supports two types of mobility: (1) mobility of a single 5G ProSe Remote UE when it loses connection with its old relay and selects a new relay offering the same service identified by the same RSC, and (2) mobility of an Intermediate UE-to-Network Relay with multiple child relays and remote UEs. The process involves establishing a Layer-2 link with a new relay, updating the 5G ProSe UE-to-Network Relay via the Layer-2 Link Modification procedure, and switching the connection/routing context. If the Root Relay Info differs, the procedure in clause 6.1.2.4 is repeated, potentially causing IP address/prefix or RAN anchor point changes. It is preferable to connect to a new relay sharing the same Root Relay to maintain continuity.",chunk-c0ee4ed72d47407747e3897ac4211fb7,../3GPP-trunked/Rel-19/23_series/23700-03-j00.md6.1.2.5
mobility,Eees_AppContextRelocation,Concept,"Eees_AppContextRelocation is a service API under the Edge Enabler Server that supports two operations: Determine and Initiate, both using Request/Response semantics, and is consumed by EEC and EAS.<SEP>Eees_AppContextRelocation is a procedure defined in section 5.5 for relocating application context within a system. It is associated with the handling of application state information during mobility or service transitions.",chunk-fe0c2b5279b6374f7f4b98a5a4f4da41<SEP>chunk-818113e7286582b5b726ef1f23262e33,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.1<SEP>../3GPP-trunked/Rel-19/24_series/24558-j20.md5.5
mobility,HTTP POST message,Signal,"HTTP POST message is a request method used by the EEC to send registration data to the EES. It is sent to the ""EEC Registrations"" collection resource to create a new resource representing the EEC. The message body includes EEC ID, optional UE identifier, AC Profile(s), proposed expiration time, EEC context ID, ACR scenario(s), and optionally UE mobility support requirement and UE type if EdgeApp_2 is supported.<SEP>HTTP POST message is a request method used by the EEC to send a subscription request to the EES on the ""ACR events subscriptions"" resource.",chunk-9c7c2bc15707e421248a6424e2b62189<SEP>chunk-74688fd1255395b0713292a4c892c190,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2<SEP>../3GPP-trunked/Rel-19/24_series/24558-j20.md5.4.2.2.2
mobility,EEC registration request,Concept,The EEC registration request is a message sent by the EEC to the EES containing UE mobility support requirement information and optionally UE type information. It triggers the EES to store relevant data in the EEC context and initiate appropriate actions based on the request contents.,chunk-a4879e62bd5579a04425f7c5fe055882,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2
mobility,UE mobility support requirement,Concept,"UE mobility support requirement is a parameter in the EEC registration request that indicates whether the UE requires mobility support. If set to true, the EES must subscribe to UE’s location or analytics information using 3GPP core network capabilities; if false, the EES may decide to fetch one-time location or subscribe to NEF or NWDAF based on ECSP policy and EAS requirements.",chunk-a4879e62bd5579a04425f7c5fe055882,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2
mobility,EEC context,Concept,"EEC context is a data structure maintained by the EES that stores information received from the EEC registration request, including UE mobility support requirement,",chunk-a4879e62bd5579a04425f7c5fe055882,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2
mobility,ECSP policy,Concept,"ECSP policy is a set of rules or guidelines that govern the behavior of the EES when handling UE mobility support requirement information, particularly when the requirement is set to false, influencing decisions on location or analytics data acquisition.<SEP>ECSP policy is a set of rules defined by the Edge Computing Service Policy that governs EAS discovery, registration requirements, EAS selection, and instantiation decisions. It determines whether EEC registration is required before EAS discovery and influences EAS identification and selection.",chunk-1c5f429d3e2a070e659ba129f59d594c<SEP>chunk-a4879e62bd5579a04425f7c5fe055882,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2<SEP>../3GPP-trunked/Rel-19/24_series/24558-j20.md5.3.2.2.2
mobility,EAS requirements,Concept,"EAS requirements are specifications or conditions that guide the EES in determining how to handle UE location or analytics information when the UE mobility support requirement is false, influencing whether to fetch one-time location or subscribe to NEF or NWDAF.",chunk-a4879e62bd5579a04425f7c5fe055882,../3GPP-trunked/Rel-19/24_series/24558-j20.md5.2.2.2.2
mobility,MM-E,Concept<SEP>UNKNOWN,"MM-E is a reference point between a MMES (Mobility Management Entity Server) and Metaverse VAL (Virtual Asset Layer) servers, used for communication and coordination in the context of mobility management and virtual asset handling.<SEP>MM-E is the reference point that connects Metaverse VAL servers to MMES for data exchange and coordination",chunk-8e9d21c90ea52469c5167fe08937584e,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md6.1.3.3
mobility,Registration Procedure,Concept,"Registration Procedure is a process in which a UE indicates its presence to the network, typically during initial access or mobility. In the context of EE roaming, the UE signals support for EE roaming if the NAS layer approach is adopted, and the Beneficiary PLMN may initiate EE roaming based on this indication.",chunk-b7c2e84b92fb3a0bbbf519aef3725dbd,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.35.3.1
mobility,VAL server subscription procedure,Concept,"The VAL server subscription procedure is a process defined for obtaining information about UEs with interest in spatial anchors. It extends the capabilities of SEAL LMS by incorporating spatial anchor awareness, allowing a VAL server to detect UEs that have discovered and are within range of or becoming out of range of spatial anchors of interest. The procedure involves a subscription request from a VAL server to the mobile metaverse enabler server (MMES), which includes the VAL server identifier, security credentials, notification endpoint, and detection filters such as spatial anchor identifiers, service identifiers, location areas, and spatial anchor range. The MMES authorizes the request, detects UE interest based on location and mobility data, and sends notifications to the VAL server when UEs enter or exit the spatial anchor range.",chunk-ad174f37347e8ef18249b3d2c22a5f37,../3GPP-trunked/Rel-19/23_series/23700-21-j10.md7.3.1.2
mobility,AMFMeanRegNbr,Concept,AMFMeanRegNbr is a Key Performance Indicator (KPI) that represents the mean number of subscribers registered to a network slice instance through the Access and Mobility Management Function (AMF). It is calculated by counting the number of registered subscribers in the AMF and is categorized as an Integer with a KPI type of MEAN.,chunk-5169e084cbfc871a8f69c3f5865d1736,../3GPP-trunked/Rel-19/28_series/28554-j30.md6.2.1
mobility,End to end KPI concept,Concept,"End to end KPI concept is a framework defined in the present document that encompasses various performance metrics for network evaluation. It includes categories such as Accessibility, Integrity, Utilization, Retainability, Mobility, Energy Efficiency, and Reliability, with some definitions referenced in external documents.",chunk-632033475cc1ee89383e5cc79aa74a31,../3GPP-trunked/Rel-19/28_series/28554-j30.md4
mobility,AMFMaxRegNbr,Concept,"AMFMaxRegNbr is a Key Performance Indicator (KPI) that represents the maximum number of subscribers registered to a network slice through the Access and Mobility Management Function (AMF). It is an integer value obtained by counting subscribers registered in the AMF to a specific network slice. The KPI type is CUM, indicating it is a cumulative metric.",chunk-86c8ce5e6c4aee267e0f25561c5b0ca2,../3GPP-trunked/Rel-19/28_series/28554-j30.md6.2.6
mobility,Handover Performance,Concept,Handover performance describes the quality of transitions between beams during user mobility,chunk-684eee250ce02a7ae67a59686e20c895,../3GPP-trunked/Rel-19/28_series/28866-j00.md5.1.2.1
mobility,5GMM Cause,Concept,"5GMM Cause is a cause code defined in clause 9.11.3.2 of 3GPP TS 24.501, which specifies the reason for a 5GMM (5G Mobility Management) event or failure. It is used to determine the value encoded in the 5GMM-Cause AVP.",chunk-1d84ee5b6ff4dae589ce919a8b400d7e,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.70
mobility,AccessAndMobilitySubscriptionData,Technology,AccessAndMobilitySubscriptionData is a resource that may be cacheable and requires ETag for conditional GET requests.,chunk-fa81b410df894e0dfe0b0964ec30b7ea,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.2.2.4
mobility,Policy Control Function,Concept,"Policy Control Function (PCF) is the<SEP>The Policy Control Function (PCF) is a core network function in the 5G system responsible for managing and enforcing policy decisions. It provides the Npcf_EventExposure service to other network functions.<SEP>The Policy Control Function (PCF) is a functional element that provides policy control decision and flow-based charging control functionalities as defined in 3GPP TS 29.512 [9], access and mobility policy decisions for UE Service Area Restrictions and RAT/RFSP control as defined in 3GPP TS 29.507 [10], and UE Policy decisions for Access Network Discovery and Selection Policy and UE Route Selection Policy (URSP) as defined in 3GPP TS 29.525 [11]. It enables network control over service data flow detection, gating, QoS, and flow-based charging (excluding credit management) toward the SMF/UPF. The PCF offers these capabilities to NF service consumers such as the AF and NEF as defined in 3GPP TS 29.514 [12] and 3GPP TS 29.214 [13], and also provides access and mobility policy control to NF service consumers as defined in 3GPP TS 29.534 [23]. Additionally, the PCF supports the Policy Event Exposure Service",chunk-28a7f34cc5af4eb63681f71da49abd92<SEP>chunk-f1ed570a90c46a3b8d19ddd48785186a<SEP>chunk-529044f0fff0941782327c2c5f70dff8,../3GPP-trunked/Rel-19/29_series/29214-j00.md1<SEP>../3GPP-trunked/Rel-19/29_series/29523-j00.md4.1.2<SEP>../3GPP-trunked/Rel-19/29_series/29523-j00.md4.1.3.1
mobility,Access and Mobility Policy Decision,Concept,Access and Mobility Policy Decision is a functionality provided by the PCF that controls UE Service Area Restrictions and RAT/RFSP (Radio Access Technology/Radio Frequency Selection Policy) as defined in 3GPP TS 29.507 [10].,chunk-28a7f34cc5af4eb63681f71da49abd92,../3GPP-trunked/Rel-19/29_series/29523-j00.md4.1.3.1
mobility,PLMN identifier notification,Concept,"PLMN identifier notification is a type of event subscription that provides the PLMN Identifier or SNPN Identifier of the UE's current location. The SNPN Identifier includes both the PLMN Identifier and the NID. Mobility between non-equivalent SNPNs and between SNPN and PLMN is not supported, and only changes in equivalent SNPNs trigger reports when the UE is in SNPN access mode.",chunk-b1d47f1c092f35766a332d773fe7479b,../3GPP-trunked/Rel-19/29_series/29523-j00.md4.2.2.1
mobility,IP flow mobility affected service data flows,Concept,"IP flow mobility affected service data flows are a subset of service data flows within an AF session that are impacted by IP flow mobility, as specified in 3GPP TS 29.212 [8]. These flows are included within the Flows AVP at the command level in the RAR command sent by the PCRF.",chunk-f30447eee98ec2121ee60bf9437d768c,../3GPP-trunked/Rel-19/29_series/29214-j00.md4.4.6.4
mobility,IP flow mobility,UNKNOWN,3GPP TS 29.212 [8],chunk-f30447eee98ec2121ee60bf9437d768c,../3GPP-trunked/Rel-19/29_series/29214-j00.md4.4.6.4
mobility,A2xCapability,Concept,"A2xCapability is a data type defined in section 5.6.3.12 that indicates the A2X capabilities of a UE. It is applicable to A2X use cases.<SEP>A2xCapability is a data structure representing the A2X capabilities supported by the UE. It is used in inter-AMF mobility scenarios and feature renegotiation, and is included only when the ""A2X"" feature is supported.<SEP>A2xCapability is an enumeration that indicates the A2X capabilities supported by the UE for A2X communication. It complies with the provisions defined in Table 5.6.3.12-1 and includes values: EUTRA_PC5, NR_PC5, and UU.",chunk-9ed34b3dbc64f3b178d6787c29ec49d8<SEP>chunk-e74e0c34bb72716957b685f7a75be072<SEP>chunk-7654917f4f29a6e9bb6cc0fd29a34104,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.2.4<SEP>../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.3.12
mobility,Pc5Capability,Technology,"Pc5Capability is a data type defined in section 5.6.3.5 that indicates the specific PC5 RAT(s) supported by the UE for V2X communications and/or A2X communications over the PC5 reference point. It is applicable to V2X.<SEP>Pc5Capability is a data structure representing the PC5 capability for V2X communications supported by the UE. It is used in the context of inter-AMF mobility and feature renegotiation, and is only included when the ""V2X"" feature is supported.",chunk-9ed34b3dbc64f3b178d6787c29ec49d8<SEP>chunk-e74e0c34bb72716957b685f7a75be072,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.2.4
mobility,pc5Capab,Concept,"pc5Capab is a parameter indicating the PC5 capability for V2X communications supported by the UE. It must be provided when available at the NF service consumer and is included by the target AMF only in inter-AMF mobility scenarios and for the trigger ""FEAT_RENEG"". It requires the ""V2X"" feature to be supported.",chunk-9ed34b3dbc64f3b178d6787c29ec49d8,../3GPP-trunked/Rel-19/29_series/29525-j20.md5.6.2.4
