node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id
PDN Connection,PDN Connection,Concept,PDN Connection is a type of connection defined in this specification that refers exclusively to the connection through the SGW and PGW.,chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,PDN Connection
SCEF PDN Connection,SCEF PDN Connection,Concept,"SCEF PDN Connection is a PDN connection established to the SCEF. By default, ""PDN Connections"" in this document do not refer to SCEF PDN Connections unless explicitly stated otherwise in a clause.",chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SCEF PDN Connection
SGW,SGW,Terminology,,chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SGW
PGW,PGW,Terminology,,chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,PGW
SCEF,SCEF,Terminology,,chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SCEF
clause,clause,Terminology<SEP>UNKNOWN,"""PDN Connections"" do not refer to SCEF PDN Connection unless explicitly indicated in a clause",chunk-dd5c9c65fe8a825567c23cf58baefcfb,../3GPP-trunked/Rel-19/23_series/23007-j10.md1.3,1770194119,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,clause<SEP>clause)##
Nnef_SMService,Nnef_SMService,Concept<SEP>UNKNOWN,"Nnef_SMService is a service-based interface protocol that defines data types for handling session management services in the NEF (Network Exposure Function) framework. It is supported by the API and includes specific data types defined in Table 6.2.6.1-1.<SEP>Nnef_SMService is a service within the CE API that is referenced in the context of protocol errors. No specific procedures are defined for this service.<SEP>Protocol Errors occur within the ce API, specifically in the context of the Nnef_SMService service where no specific procedures are defined",chunk-4629806fa4b09416baef3f7096477406<SEP>chunk-31aaf5fca58ace0c9ebe2848c8708b69,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.2,1770194165<SEP>1770194179,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml<SEP>Rel-19/23_series/23700-66-j00/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMService<SEP>Nnef_SMService)##
Nnef_SMContext,Nnef_SMContext,Concept<SEP>UNKNOWN,"Nnef_SMContext is a service-based interface protocol that reuses data types from other specifications, including those defined in 3GPP TS 29.571 and 3GPP TS 29.577, for session management context operations.<SEP>HTTP custom headers are used by Nnef_SMContext for communication, though no specific custom headers are defined for it in this release",chunk-4629806fa4b09416baef3f7096477406<SEP>chunk-081418222a4b8762d2ac185805c87429,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29541-j00.md6.1.2.3,1770194134<SEP>1770193452,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml<SEP>Rel-19/32_series/32255-j10/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMContext<SEP>Nnef_SMContext)##
Data Types,Data Types,Concept,Data Types are defined entities used in the Nnef_SMService and Nnef_SMContext service-based interface protocols to structure information exchanged between network functions. They include both service-specific and reused types.<SEP>Data Types are defined for the Nudsf_DataRepository service based interface protocol and include both service-specific and reused types from other specifications. They are used to structure data exchanged in the service.,chunk-df37db4ffb7df0a1b64de4894e2ff2a5<SEP>chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.1,1770194286,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Data Types
RedirectResponse,RedirectResponse,Terminology,,chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,RedirectResponse
RefToBinaryData,RefToBinaryData,Terminology,,chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,RefToBinaryData
SmsData,SmsData,Terminology,,chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SmsData
SmsDeliveryData,SmsDeliveryData,Terminology,,chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SmsDeliveryData
AppPortId,AppPortId,Terminology,,chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,AppPortId
Nnef_SMService specific Data Types,Nnef_SMService specific Data Types,Concept,"Nnef_SMService specific Data Types are data types defined specifically for the Nnef_SMService service-based interface protocol, as listed in Table 6.2.6.1-1, and are used to support session management service operations.",chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMService specific Data Types
Nnef_SMService re-used Data Types,Nnef_SMService re-used Data Types,Concept,"Nnef_SMService re-used Data Types are data types imported from other specifications, such as 3GPP TS 29.571 and 3GPP TS 29.577, and are used within the Nnef_SMService interface for handling SMS-related operations.",chunk-4629806fa4b09416baef3f7096477406,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.1,1770194134,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMService re-used Data Types
Binary Data Types,Binary Data Types,Concept<SEP>UNKNOWN,"Binary Data Types is a category of data types defined in the document, specifically in clause 6.2.6.5.2, and includes SMS Payload Information with a content type of vnd.3gp.<SEP>SMS Payload Information has a content type of vnd.3gp",chunk-fe731e336c98051995cd73fa6dcfc49b,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.1.6.5.1,1770194135<SEP>1770194140,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Binary Data Types<SEP>Binary Data Types)##
SMS Payload Information,SMS Payload Information,Concept,"SMS Payload Information is a binary data type defined in clause 6.2.6.5.2 with a content type of vnd.3gp.<SEP>SMS Payload Information is a data structure that encodes a SMS payload according to the specifications in 3GPP TS 23.040 [20] and 3GPP TS 24.011 [21], using the vnd.3gpp.sms content-type. It may encode content such as CP-DATA, CP-ACK, and CP-ERROR as defined in 3GPP TS 23.040 [20] and 3GPP TS 24.011 [21].",chunk-65b2b2734162cb0d1677464f7d25747e<SEP>chunk-fe731e336c98051995cd73fa6dcfc49b,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.1.6.5.1<SEP>../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SMS Payload Information
vnd.3gp,vnd.3gp,Terminology,,chunk-fe731e336c98051995cd73fa6dcfc49b,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.1.6.5.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,vnd.3gp
6.2.6.5.2,6.2.6.5.2,Terminology,,chunk-fe731e336c98051995cd73fa6dcfc49b,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.1.6.5.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,6.2.6.5.2
realmId,realmId,UNKNOWN,,,,1770194226,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,realmId
storageId,storageId,UNKNOWN,,,,1770194226,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,storageId
recordId,recordId,UNKNOWN,,,,1770194183,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,recordId
Table 6.1.3.4.2-1,Table 6.1.3.4.2-1,Terminology,,chunk-1ef94de69a1d03e75701f9de59f4ddd8,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.4.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.3.4.2-1
clause 6.1.1,clause 6.1.1,UNKNOWN,,,,1770194226,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,clause 6.1.1
vnd.3gpp.sms,vnd.3gpp.sms,Terminology,,chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,vnd.3gpp.sms
CP-DATA,CP-DATA,Terminology,,chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,CP-DATA
CP-ACK,CP-ACK,Terminology,,chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,CP-ACK
CP-ERROR,CP-ERROR,Terminology,,chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,CP-ERROR
3GPP TS 23.040,3GPP TS 23.040,Terminology,,chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 23.040
Nnef_SMService API,Nnef_SMService API,Technology,"Nnef_SMService API is a service API that supports HTTP error responses as specified in clause 4.8 of 3GPP TS 29.501 [5]. It also supports protocol errors and application errors defined in table 5.2.7.2-1 of 3GPP TS 29.500 [4], but only if the corresponding HTTP status codes are mandatory for the HTTP method as listed in table 5.2.7.1-1 of 3GPP TS 29.500 [4].<SEP>Nnef_SMService API is a service interface that supports optional features defined in Table 6.2.8-1 and requires feature negotiation via the extensibility mechanism in 3GPP TS 29.500 [4].",chunk-c78a26e128f9db7f6c98c693117b7410<SEP>chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1<SEP>../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.8,1770194203,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMService API
HTTP error responses,HTTP error responses,Terminology,,chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,HTTP error responses
clause 4.8,clause 4.8,Terminology,,chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,clause 4.8
3GPP TS 29.501,3GPP TS 29.501,Terminology,,chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 29.501
table 5.2.7.2-1,table 5.2.7.2-1,Terminology,,chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,table 5.2.7.2-1
table 5.2.7.1-1,table 5.2.7.1-1,Terminology,,chunk-5fa3a26cc7e63552230a89412f9b9a98,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.1,1770194135,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,table 5.2.7.1-1
resource,resource,Concept<SEP>UNKNOWN,"The resource is a record within a system or database, representing a structured data entity. It is described in section 6.1.3.6.1.<SEP>individual subscriber data subscriptions are used to support notification services for subscribers",chunk-b6d50b27318bcc0c300fead028b88d58<SEP>chunk-c108a676ed3ba0f17f13b4c3f9fb9453,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.6.1<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8.1,1770194178<SEP>1770194179,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,resource<SEP>resource)##
record,record,Concept,"record is an attribute of type RecordBody with data type Record, marked as mandatory (M), and has a cardinality of 1. It is described as ""The recor"" which appears to be an incomplete description.",chunk-56b26bf3af8ee2615d36d3b5f8c09f57,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.4,1770194280,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,record
PATCH,PATCH,Concept,PATCH is an HTTP method that supports URI query parameters specified in Table 6.1.3.3.3.4-1 and is available only if the PartialRecordUpdate feature is supported. It also supports request data structures defined in Table 6.1.3.3.3.4-2 and response data structures and codes defined in Table 6.1.3.3.3.4-3.,chunk-4e672c353ee313692497f7a3f93aa416,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.3.3.4,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,PATCH
blocks,blocks,Attribute,blocks is,chunk-64be242b57c1e4ae5b3bc1cdfd0a768e,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.5,1770194293,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,blocks
nudsf-dr,nudsf-dr,Technology,nudsf-dr is a component or service within the system that manages data records and supports the retrieval of record blocks via the defined resource URI.,chunk-9773520a3228883388ad0e78a9310b72,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.5.2,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,nudsf-dr
Table 6.1.3.3.2-1,Table 6.1.3.3.2-1,Terminology,,chunk-1fd4dbbdfaf2ee69f9498a03c17942e6,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.3.2,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.3.3.2-1
PartialRecordUpdate,PartialRecordUpdate,Feature,"PartialRecordUpdate is a feature that enables the availability of the PATCH method on the resource. If this feature is not supported, the PATCH method is not available.",chunk-4e672c353ee313692497f7a3f93aa416,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.3.3.4,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,PartialRecordUpdate
supported-features,supported-features,Terminology,,chunk-4e672c353ee313692497f7a3f93aa416,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.3.3.4,1770194136,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,supported-features
3GPP TS 23.040 [20],3GPP TS 23.040 [20],UNKNOWN,"SMS Payload Information shall encode a SMS payload as specified in 3GPP TS 23.040 [20] and 3GPP TS 24.011 [21], using the vnd.3gpp.sms content-type.",chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194140,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 23.040 [20]
3GPP TS 24.011 [21],3GPP TS 24.011 [21],UNKNOWN,"SMS Payload Information shall encode a SMS payload as specified in 3GPP TS 23.040 [20] and 3GPP TS 24.011 [21], using the vnd.3gpp.sms content-type.",chunk-65b2b2734162cb0d1677464f7d25747e,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.6.5.2,1770194140,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 24.011 [21]
NotificationSubscr,NotificationSubscr,Concept,"NotificationSubscr is a resource defined in section 6.1.3.7, used for managing subscription-related notifications.)##",chunk-a150be0d46b9d85e33377751c366d658,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.7,1770194149,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,NotificationSubscr
Standard,Standard,Concept,"Standard is a defined specification or set of guidelines established for consistency and interoperability in technical systems, referenced in section 6.1.3.7.3.<SEP>Standard is a defined set of rules or requirements established for consistency and compliance in a specific context. It is referenced in section 6.1.5.2.3.<SEP>Standard is a defined set of rules or requirements established for consistency and compliance in a specific context. It is referenced in section 6.1.5.3.3.<SEP>Standard is a defined set of rules or requirements, referenced in section 6.1.5.4.3, used to govern or specify technical or procedural specifications.",chunk-6a60997b27fa9c0bd95b06b2813966ba<SEP>chunk-46f5ce96aaf53058ab9b75e9aa1c0671<SEP>chunk-7bbb0b7f34900340506b9f74a88b485b<SEP>chunk-6a971941b21a99acc279100851bc6f87,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.7.3<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.5.2.3<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.5.3.3<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.5.4.3,1770194229,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Standard
Resource Standard,Resource Standard,Concept,"Resource Standard is a defined concept in section 6.1.3.6.3, representing a framework or set of criteria for managing or allocating resources. It is referenced under a block structure and is associated with specific resource-related procedures or policies.<SEP>Resource Standard is a concept defined in section 6.1.3.8.3, referring to a standardized approach for managing or allocating resources. It is explicitly mentioned in the text without further elaboration on attributes or activities.)##<SEP>Resource Standard is a defined concept in section 6.1.3.9.3, representing a framework or set of criteria for managing or allocating resources. It is explicitly referenced in the text as a named entity within the specified section.",chunk-feaef8237a897971edc301425fba5197<SEP>chunk-841605fa3d949c55806984968d32b3d7<SEP>chunk-be524e1e01195ab881435104d5ad8555,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.6.3<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8.3<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.9.3,1770194183,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Resource Standard
IndividualNotificationSubsc,IndividualNotificationSubsc,Concept,"IndividualNotificationSubsc is a resource identified in section 6.1.3.8, used for managing individual notification subscriptions. It is associated with the handling of subscription-related data for notifications.)##",chunk-9dd933afd988464e83d32a7d022977fe,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8,1770194158,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,IndividualNotificationSubsc
CE API,CE API,Technology,CE API is a technical interface that hosts the Nnef_SMService and is involved in handling protocol errors.,chunk-31aaf5fca58ace0c9ebe2848c8708b69,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.2,1770194165,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,CE API
"Nnef_SMService)##
<|COMPLETE|",Nnef_SMService)## <|COMPLETE|,UNKNOWN,Protocol Errors affect the Nnef_SMService within the CE API due to the absence of specific procedures,chunk-31aaf5fca58ace0c9ebe2848c8708b69,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.2,1770194165,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,"Nnef_SMService)##
<|COMPLETE|"
Meta Schema,Meta Schema,Concept,Meta Schema is a resource defined in section 6.1.3.9 and is used for structuring and defining the format of data elements. It serves as a foundational framework for organizing metadata within the system.,chunk-4f9c12498f78a94714d2d856ab50b57d,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.9,1770194170,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Meta Schema
meta schema,meta schema,Concept,A meta schema is a resource that defines the structure and constraints for other schemas within a system. It is used to describe the format and organization of data schemas.,chunk-8166a353299ba57567e132a5259188a8,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.9.1,1770194176,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,meta schema
individual subscriber data subscriptions,individual subscriber data subscriptions,Concept,individual subscriber data subscriptions is a resource used to represent data subscriptions of a single subscriber for notifications.,chunk-c108a676ed3ba0f17f13b4c3f9fb9453,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8.1,1770194178,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,individual subscriber data subscriptions
notifications,notifications,Terminology,,chunk-c108a676ed3ba0f17f13b4c3f9fb9453,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8.1,1770194178,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,notifications
blockId,blockId,Terminology,,chunk-16bcce0f1b1be08b3fb79fa95254ac97,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.6.2,1770194183,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,blockId
NUDSF DR,NUDSF DR,Technology,"NUDSF DR is a service component responsible for managing data records and their storage blocks, referenced in the context of the Resource Definition.<SEP>NUDSF DR is a service component that manages data resources and supports subscription-based notification mechanisms.",chunk-26b42d1e4666650059a886ecdc466f33<SEP>chunk-16bcce0f1b1be08b3fb79fa95254ac97,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.6.2<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.8.2,1770194213,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,NUDSF DR
Custom Operations without associated resource,Custom Operations without associated resource,Concept,Custom Operations without associated resource is a concept defined in section 6.1.4 that refers to operations performed without the allocation or association of dedicated resources.,chunk-4559b6b05d5049b2a67d89107a2d6ffd,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.4,1770194186,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Custom Operations without associated resource
Timer Expiry Notif,Timer Expiry Notif,Concept,Timer Expiry Notif is a notification event defined in section 6.1.5.2 that indicates the expiry of a timer. It is referenced in the document with the identifier [5].,chunk-b658568d3d83abe13aaed335e26c80fd,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.5.2,1770194196,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Timer Expiry Notif
Nnef_SMService service,Nnef_SMService service,Concept,"Nnef_SMService service is a service that defines application errors as listed in Table 6.2.7.3-1, which are used to indicate specific failure conditions during the delivery of MO short messages.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Nnef_SMService service
SMS_PAYLOAD_MISSING,SMS_PAYLOAD_MISSING,Concept,"SMS_PAYLOAD_MISSING is an application error in the Nnef_SMService service that occurs when the expected SMS payload content is missing, resulting in a 400 Bad Request HTTP status code.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SMS_PAYLOAD_MISSING
SMS_PAYLOAD_ERROR,SMS_PAYLOAD_ERROR,Concept,"SMS_PAYLOAD_ERROR is an application error in the Nnef_SMService service that occurs when there are format errors in the SMS payload, resulting in a 400 Bad Request HTTP status code.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SMS_PAYLOAD_ERROR
SERVICE_CENTRE_CONGESTION,SERVICE_CENTRE_CONGESTION,Concept,SERVICE_CENTRE_CONGESTION is an application,chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SERVICE_CENTRE_CONGESTION
USER_NOT_SERVICE_CENTER,USER_NOT_SERVICE_CENTER,Concept,"USER_NOT_SERVICE_CENTER is an application error in the Nnef_SMService service that occurs when the delivery of a short message fails because the user does not belong to the SMS-SC, resulting in a 403 Forbidden HTTP status code.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,USER_NOT_SERVICE_CENTER
FACILITY_NOT_SUPPORTED,FACILITY_NOT_SUPPORTED,Concept,"FACILITY_NOT_SUPPORTED is an application error in the Nnef_SMService service that occurs when the delivery of an MO short message fails due to a facility not being supported, resulting in a 403 Forbidden HTTP status code.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,FACILITY_NOT_SUPPORTED
INVALID_SME_ADDRESS,INVALID_SME_ADDRESS,Concept,"INVALID_SME_ADDRESS is an application error in the Nnef_SMService service that occurs when the delivery of an MO short message fails because the SME address is invalid, resulting in a 403 Forbidden HTTP status code.",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,INVALID_SME_ADDRESS
UNREACHABLE_SMS_SC,UNREACHABLE_SMS_SC,Concept,"UNREACHABLE_SMS_SC is an application error in the Nnef_SMService service that occurs when the delivery of an MO short message fails because the response from the SMS-SC is unreachable, resulting in a 50",chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,UNREACHABLE_SMS_SC
Table 6.2.8-1,Table 6.2.8-1,Terminology,,chunk-c78a26e128f9db7f6c98c693117b7410,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.8,1770194203,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Table 6.2.8-1
Notification due to Data,Notification due to Data,Concept,"Notification due to Data is a feature or procedure defined in section 6.1.5.3 that triggers a notification based on data-related events. It is part of a larger system or protocol, though specific details about its implementation or conditions are not provided in the given text.",chunk-082bff26d55eaa703d518d0cf6b1f9ec,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.5.3,1770194215,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Notification due to Data
