telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms,candidate_score,priority_matches
Co-Channel Interference,out of band blocking co-location requirements,out of band blocking co-location requirements,Concept,"Out of band blocking co-location requirements are optional technical requirements based on declaration, intended to prevent interference caused by out-of-band signals from another co-located base station.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,out of band blocking co-location requirements,interference,2,interference
Co-Channel Interference,TX OFF co-location requirements,TX OFF co-location requirements,Concept,"TX OFF co-location requirements are mandatory technical requirements that represent the worst-case interference scenario when the transmitter is off, ensuring system performance under such conditions.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,TX OFF co-location requirements,interference,2,interference
Co-Channel Interference,TX IMD co-location requirements,TX IMD co-location requirements,Concept,"TX IMD co-location requirements are mandatory technical requirements related to transmitter intermodulation distortion, representing a worst-case interference scenario and ensuring minimal degradation in co-located systems.",chunk-118e8bed3ea96ac25a73791846ebea74,../3GPP-trunked/Rel-19/38_series/38104-j00.md4.9,1770218477,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,TX IMD co-location requirements,interference,2,interference
Co-Channel Interference,guardband,guardband,Concept,guardband is a frequency band reserved between the BS channel bandwidth and the transmission bandwidth configuration to prevent interference between adjacent channels. It is part of the overall channel bandwidth structure and is defined in relation to the channel bandwidth and transmission bandwidth configuration.,chunk-b8beb77d2bff84d301ce3a2e25a258ca,../3GPP-trunked/Rel-19/38_series/38104-j00.md5.3.1,1770218547,Rel-19/38_series/38104-j00/graph_chunk_entity_relation.graphml,Rel-19,guardband,interference,2,interference
Faulty Handover Algorithm,BSSMAP,BSSMAP,Technology,"BSSMAP is a signaling protocol used in mobile networks for communication between the MSC and BSS. It supports various messages and information elements related to call handling, location management, and handover procedures.",chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,BSSMAP,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,HANDOVER NOTIFY PATH SWITCH REQUEST,HANDOVER NOTIFY PATH SWITCH REQUEST,Concept,HANDOVER NOTIFY PATH SWITCH REQUEST is a signaling message in the S1 interface that is part of the handover procedure and is used to notify the target eNodeB of the path switch during a handover. It is defined in TS 36.413 and is mandatory for both sender and receiver.,chunk-e8359b6ddc061fa129d6ea85a6a989a7,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER NOTIFY PATH SWITCH REQUEST,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,HANDOVER REQUIRED,HANDOVER REQUIRED,Concept,HANDOVER REQUIRED is a signaling message in the S1 interface sent from the source eNodeB to the MME to initiate the handover procedure. It is mandatory for both sender and receiver and is defined in TS 36.413.,chunk-e8359b6ddc061fa129d6ea85a6a989a7,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.12,1770200071,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER REQUIRED,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,X2,X2,Technology,"X2 is a wireless interface in LTE networks that connects two eNodeBs, facilitating inter-eNodeB communication for mobility management and handover procedures.",chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,X2,handover; handover procedure; mobility,6,handover procedure; handover
Faulty Handover Algorithm,UE History Information,UE History Information,Concept,"UE History Information is an information element in X2AP messages that contains historical data about the UE's previous connections, used during handover procedures.",chunk-9a98e15965b34a32af72e9791af706ee,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.13,1770200081,Rel-19/22_series/22856-j20/graph_chunk_entity_relation.graphml,Rel-19,UE History Information,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,MME to SGSN handover,MME to SGSN handover,UNKNOWN,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1770207366,Rel-19/24_series/24080-j10/graph_chunk_entity_relation.graphml,Rel-19,MME to SGSN handover,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,Introduction,Introduction,UNKNOWN,The movement of a UE from an MME to an SGSN triggers the MME to SGSN handover procedure,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1770207366,Rel-19/24_series/24080-j10/graph_chunk_entity_relation.graphml,Rel-19,Introduction,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,S4 SGSN,S4 SGSN,UNKNOWN,The MME to SGSN handover procedure supports the use of an S4 SGSN as the target SGSN,chunk-d9e2d3e9935d184adcd68347f82dbd69,../3GPP-trunked/Rel-19/23_series/23003-j20.md2.8.2.1.1,1770207366,Rel-19/24_series/24080-j10/graph_chunk_entity_relation.graphml,Rel-19,S4 SGSN,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,location areas,location areas,Concept,Location areas are geographical regions used in mobile networks for managing mobile device tracking and routing. They are identified within the network to support location-based services and handover procedures.,chunk-ccdac0d917aca60c27d1691cf943802f,../3GPP-trunked/Rel-19/23_series/23003-j20.md4,1770207616,Rel-19/24_series/24247-j10/graph_chunk_entity_relation.graphml,Rel-19,location areas,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,Dual Active Protocol Stack,Dual Active Protocol Stack,Concept,Dual Active Protocol Stack is a handover procedure where the User Equipment (UE) connects to the target before releasing the connection to the source.,chunk-b6d2fff69ae9dd782e71769354d38713,../3GPP-trunked/Rel-19/28_series/28552-j30.mdNone,1770236516,Rel-19/28_series/28552-j30/graph_chunk_entity_relation.graphml,Rel-19,Dual Active Protocol Stack,handover; handover procedure,6,handover procedure; handover
Faulty Handover Algorithm,Relative Time Stamp Accuracy,Relative Time Stamp Accuracy,Concept,"Relative Time Stamp Accuracy is a requirement specified for the RRC Connection Establishment Failure Log Report, ensuring precise timing synchronization during the establishment of an RRC connection.<SEP>Relative Time Stamp Accuracy is a requirement specified in section 4.3C.3 for accurate timing in log reporting related to radio link failure and handover failure. It ensures synchronization between timestamps for reliable failure analysis.",chunk-06fb3849a2b05fc784df644ba8ef5ac2<SEP>chunk-44e3ff5b5220c474dc2c17dd29e214b8,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.4<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.5,1770217843,Rel-19/38_series/38133-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Relative Time Stamp Accuracy,handover; handover failure,6,handover failure; handover
Faulty Handover Algorithm,Handover Failure,Handover Failure,Concept,"Handover Failure occurs when a mobile device fails to switch from one cell to another, and its log reporting requires accurate relative time stamping as defined in section 4.3C.3.",chunk-44e3ff5b5220c474dc2c17dd29e214b8,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.5,1770217844,Rel-19/38_series/38133-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Handover Failure,handover; handover failure,6,handover failure; handover
Faulty Handover Algorithm,Handover Failure Log Reporting,Handover Failure Log Reporting,Concept,"Handover Failure Log Reporting is a logging mechanism for recording instances of failed handover attempts, which requires accurate relative time stamping as specified in section 4.3C.3.",chunk-44e3ff5b5220c474dc2c17dd29e214b8,../3GPP-trunked/Rel-19/38_series/38133-j00_cover.md4.3.5,1770217844,Rel-19/38_series/38133-j00_cover/graph_chunk_entity_relation.graphml,Rel-19,Handover Failure Log Reporting,handover; handover failure,6,handover failure; handover
Faulty Handover Algorithm,condHandoverFailure-r16,condHandoverFailure-r16,Concept,"condHandoverFailure-r16 is a conditional handover failure detection mechanism in 3GPP Release 16, and is currently checked. It is associated with the parameter configuration pc_condHandoverFailure_r16.)##
(entity",chunk-0d5781f25913d16fc1f37536fe1785ff,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3,1770225888,Rel-19/38_series/38174-j00/graph_chunk_entity_relation.graphml,Rel-19,condHandoverFailure-r16,handover; handover failure,6,handover failure; handover
Faulty Handover Algorithm,SRVCC,SRVCC,Technology,"SRVCC is a handover mechanism enabling seamless voice continuity from LTE to GERAN/UTRAN, used in MTSI speech calls when transitioning",chunk-8dc35f086e7389e2e4673b855beefc10,../3GPP-trunked/Rel-19/34_series/34229-2-j00.md4.1,1770200808,Rel-19/22_series/22011-j50/graph_chunk_entity_relation.graphml,Rel-19,SRVCC,handover,2,handover
Faulty Handover Algorithm,Legacy service support,Legacy service support,Concept,"Legacy service support is a requirement in the 5G system that mandates support for all EPS capabilities as defined in 3GPP TS 22.011, 22.101, 22.278, 22.185, 22.071, 22.115, 22.153, 22.173, and 22.468. However, several specific service continuities and fallback mechanisms are explicitly not supported, including voice service continuity from NG-RAN to GERAN, UTRAN CS, or UTRAN, CS fallback to GERAN or UTRAN, seamless handover to GERAN or UTRAN, access to 5G core via GERAN or UTRAN, video service continuity between 5GS and UMTS, IP address preservation during mobility between 5GS and GSM/UMTS, and service continuity between 5GS and CDMA2000.",chunk-b62e8c8ab4c4d56d3516125d75c14c84,../3GPP-trunked/Rel-19/22_series/22261-ja0.md5.1.2.2,1770175257,Rel-19/22_series/22261-ja0/graph_chunk_entity_relation.graphml,Rel-19,Legacy service support,handover; mobility,2,handover
Faulty Handover Algorithm,HANDOVER REQUIRED PAGING,HANDOVER REQUIRED PAGING,Concept,"HANDOVER REQUIRED PAGING is a BSSMAP message used to initiate paging for a handover process, requiring the use of Cell Identifier List (Preferred) and triggered under specific conditions.",chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,HANDOVER REQUIRED PAGING,handover,2,handover
Faulty Handover Algorithm,MAP,MAP,Technology,"MAP is a signaling protocol used in mobile networks for communication between network elements such as MSC, HLR, and VLR, supporting services like call control, SMS, and subscriber data management.<SEP>MAP is a signaling protocol used in mobile networks for managing mobility and call control, defined in TS 29.002. It supports various procedures including handover preparation, access signaling, and identification, and is associated with specific messages and parameters such as IMSI, RAB ID, and error indicators.",chunk-b68b1449c05b918c615b607703833122<SEP>chunk-85f6f8c6ff86af3b6c0ef22071650a73,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199845,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,MAP,handover; mobility,2,handover
Faulty Handover Algorithm,Handover Number,Handover Number,Terminology,,chunk-b68b1449c05b918c615b607703833122,../3GPP-trunked/Rel-19/32_series/32423-j20.md4.2,1770199846,Rel-19/22_series/22840-j00/graph_chunk_entity_relation.graphml,Rel-19,Handover Number,handover,2,handover
Faulty Handover Algorithm,traffic switching,traffic switching,Concept,"Traffic switching is a functionality within the 5G system that enables the transfer of user data from one 3GPP access network to another during an active session, supporting seamless handover and continuity.",chunk-8a64335dc7d1f6f7de98b98e3098f95e,../3GPP-trunked/Rel-19/22_series/22841-j00.md4,1770176542,Rel-19/22_series/22841-j00/graph_chunk_entity_relation.graphml,Rel-19,traffic switching,handover,2,handover
Faulty RF Filters,Nnef_EventExposure_Subscribe,Nnef_EventExposure_Subscribe,Technology,"Nnef_EventExposure_Subscribe is a service invoked by the AF to trigger energy information exposure, including parameters such as desired granularity, desired information type, and optional information like UE ID(s)/GPSI, DNN, S-NSSAI, and filter criteria.",chunk-134585306099fc4c4667bb4fe9f7dd93,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.17.3,1770201663,Rel-19/22_series/22125-j20/graph_chunk_entity_relation.graphml,Rel-19,Nnef_EventExposure_Subscribe,filter,2,filter
Faulty RF Filters,QoS profile criteria,QoS profile criteria,Concept,"QoS profile criteria are conditions used to define data volume measurements for cross-operator accounting. They may include one or more of: Q<SEP>QoS profile criteria are conditions used to filter data volume measurements in the management of cross-operator accounting. They include one or more of: QCI Indicator, GBR Indicator, and ARP Indicator, each specifying a particular quality of service parameter.",chunk-3db0da9c232fb79f68077aac2bd2b93f<SEP>chunk-887edcab2d349f7bd07c71c2afaafc5b,../3GPP-trunked/Rel-19/32_series/32130-j00.md6.1<SEP>../3GPP-trunked/Rel-19/32_series/32130-j00.md6.4.1,1770200273,Rel-19/22_series/22268-j00/graph_chunk_entity_relation.graphml,Rel-19,QoS profile criteria,filter,2,filter
Faulty RF Filters,PCF/AMF,PCF/AMF,Technology,"The PCF and AMF obtain energy related information and validity information to generate URSP rules and slices.<SEP>PCF/AMF is a network function that acts as a consumer NF and is enabled to support energy-related information. It sends an Analytics request or subscription to NWDAF, including either a new Analytics ID for ""Energy related Information"" or an existing Analytics ID combined with Analytics Filters such as Application ID, S-NSSAI, DNN, and Area of Interest.<SEP>PCF/AMF is a network function acting as a consumer NF that, when enabled, sends a request or subscribes to the EMF to obtain energy-related information.",chunk-2658dfbd71f2bcaf27ce68d018d1fe8b<SEP>chunk-8040d878674cc76f77e18c82593ae0d0<SEP>chunk-437f18fa20c7f014185d8a3c0b0d48b1,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.1<SEP>../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.2,1770201321,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,PCF/AMF,filter,2,filter
Faulty RF Filters,Energy related Information,Energy related Information,Concept,"Energy related Information is a type of analytics data that can be requested or subscribed to by PCF/AMF via a new Analytics ID or an existing Analytics ID combined with Analytics Filters such as Application ID, S-NSSAI, DNN, and Area of Interest. It is collected and analyzed by NWDAF and delivered to PCF/AMF.",chunk-8040d878674cc76f77e18c82593ae0d0,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.1,1770201258,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,Energy related Information,filter,2,filter
Faulty RF Filters,Analytics request,Analytics request,Concept,"Analytics request is a procedure initiated by PCF/AMF to NWDAF to obtain energy-related information. It includes either a new Analytics ID for ""Energy related Information"" or an existing Analytics ID with associated Analytics Filters.",chunk-8040d878674cc76f77e18c82593ae0d0,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.3.1,1770201258,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,Analytics request,filter,2,filter
Faulty RF Filters,Analytics Filters,Analytics Filters,Terminology,,chunk-5f1ae4b05481966deb21326e24a6c8db,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.11.4,1770201320,Rel-19/22_series/22369-j30/graph_chunk_entity_relation.graphml,Rel-19,Analytics Filters,filter,2,filter
Faulty RF Filters,Nnef_EnergyInfo_Subscribe,Nnef_EnergyInfo_Subscribe,Signal,"Nnef_EnergyInfo_Subscribe is a request invoked by the AF to update the filter information of the subscription for network energy-related information.<SEP>Nnef_EnergyInfo_Subscribe is a request signal sent by the AF to the NEF to subscribe for network energy-related information. It includes parameters such as Granularity of Reporting, Filter Information, Reporting Mode, threshold values, and optional indications for top contributors and ordered lists of contributors.",chunk-7cfc6fa062a1e15811dc31886c5e8639<SEP>chunk-a5aabe688f0ef48dae899713464fcd12,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.2.3.1,1770200835,Rel-19/22_series/22843-j20/graph_chunk_entity_relation.graphml,Rel-19,Nnef_EnergyInfo_Subscribe,filter,2,filter
Faulty RF Filters,Filter Information,Filter Information,Terminology,,chunk-7cfc6fa062a1e15811dc31886c5e8639,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.2.3.1,1770200836,Rel-19/22_series/22843-j20/graph_chunk_entity_relation.graphml,Rel-19,Filter Information,filter,2,filter
Faulty RF Filters,IP filter information,IP filter information,Terminology,,chunk-07e2e92f2a3d0a7e18745b7740956a1f,../3GPP-trunked/Rel-19/23_series/23700-66-j00.md6.12.2.2,1770201423,Rel-19/22_series/22876-j10/graph_chunk_entity_relation.graphml,Rel-19,IP filter information,filter,2,filter
Faulty RF Filters,count,count,Attribute,"count is a Uinteger data type attribute in RecordSearchResultDescriptor that indicates the number of records found by the search. If the tag-count-filter parameter is included, count must be set to 0 and should be ignored in such cases.",chunk-3b4acb644d7c7e037f4fdcec4dc9dc8d,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.2,1770194287,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,count,filter,2,filter
Faulty RF Filters,tagCountResult,tagCountResult,Attribute,tagCountResult is a map of TagCount data type attribute in RecordSearchResultDescriptor that contains the result of advanced counting. The key of the map is the unique identifier used to identify the Advanced Counting map in the GET operation. It is conditionally present and must be included if the tag-count-filter parameter was included in the request.,chunk-3b4acb644d7c7e037f4fdcec4dc9dc8d,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.2,1770194287,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,tagCountResult,filter,2,filter
Faulty RF Filters,tag-count-filter,tag-count-filter,Terminology,,chunk-3b4acb644d7c7e037f4fdcec4dc9dc8d,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.2,1770194287,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,tag-count-filter,filter,2,filter
Faulty RF Filters,filter criteria,filter criteria,Concept,Filter criteria are conditions used to identify and retrieve specific records from the resource based on matching attributes.,chunk-2bf186b942349a84861c407509d5b0f5,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.2.1,1770194026,Rel-19/23_series/23041-j00/graph_chunk_entity_relation.graphml,Rel-19,filter criteria,filter,2,filter
Faulty RF Filters,search,search,Concept,Search is an operation performed on the resource to locate specific records that meet the specified filter criteria.,chunk-2bf186b942349a84861c407509d5b0f5,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.2.1,1770194026,Rel-19/23_series/23041-j00/graph_chunk_entity_relation.graphml,Rel-19,search,filter,2,filter
Faulty RF Filters,subFilter,subFilter,Attribute,"subFilter is an optional attribute of type SubscriptionFilter that, if not included, means the subscription applies to all Create, Delete, and Update events of the storage.",chunk-91b09d438b3795359c602b0da82d9c2b,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.10,1770194340,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml,Rel-19,subFilter,filter,2,filter
Faulty RF Filters,SubscriptionFilter,SubscriptionFilter,Concept,"SubscriptionFilter is a type defined in Table 6.1.6.2.13-1 that specifies criteria for monitoring resource changes and triggering notifications. It includes attributes such as monitoredResourceUris and operations, with specific rules for their usage and applicability.>",chunk-9f648ce950efd76669d61fd7a29fa467,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.13,1770194367,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml,Rel-19,SubscriptionFilter,filter,2,filter
Faulty RF Filters,CountExpression,CountExpression,Concept,"CountExpression is a type defined in Table 6.1.6.2.19-1 that specifies the attributes and constraints for counting records in a storage system. It includes the tag, countType, and filter attributes with specific data types, cardinalities, and applicability conditions.",chunk-509174f35e26205d0f08b45b47899389,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.19,1770194427,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml,Rel-19,CountExpression,filter,2,filter
Faulty RF Filters,filter,filter,Terminology,,chunk-509174f35e26205d0f08b45b47899389,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.2.19,1770194426,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml,Rel-19,filter,filter,2,filter
Faulty RF Filters,AdvancedCounting,AdvancedCounting,Concept<SEP>UNKNOWN,"AdvancedCounting is a component or<SEP>AdvancedCounting is an application that uses SearchExpression and specifically incorporates<SEP>AdvancedCounting is a feature that supports retrieval of aggregate, total, and unique tag counts from the UDSF. When querying for tag counts, the user can specify a tag-count-filter query parameter with countType and optional<SEP>The behavior of TOTAL_COUNT depends on whether the ""tag"" is provided in AdvancedCounting",chunk-0885b138b0739888591427a630368e41<SEP>chunk-d9ddb879855996878798d09ae7d5213b<SEP>chunk-132bbe6a34836f04ebf9a79754f65150,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.3.8<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.6.4.1<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.8,1770194506<SEP>1770194480,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml<SEP>Rel-19/23_series/23700-21-j10/graph_chunk_entity_relation.graphml,Rel-19,AdvancedCounting<SEP>AdvancedCounting)##,filter,2,filter
Faulty RF Filters,BulkOperations,BulkOperations,Concept,"BulkOperations is a feature that enables optimization for retrieval or deletion of a large number of records identified by a list of record IDs. It allows NF consumers to request remaining records via a recordIdList when only a subset of matching records is received due to content size limits, provided the CombinedSearchRetrieve feature was previously used. If not supported, the RecordIdList must not be included in the filter query parameter of search requests.",chunk-0885b138b0739888591427a630368e41,../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.8,1770194506,Rel-19/23_series/23203-j10/graph_chunk_entity_relation.graphml,Rel-19,BulkOperations,filter,2,filter
High Network Congestion,service information,service information,Concept,"Service information refers to data sent by the Application Function (AF) to the Policy and Charging Rules Function (PCRF) for policy and charging control purposes, and is subject to temporary rejection due to network congestion, prompting a retry after the Retry-Interval AVP duration.",chunk-2dbadc94f0636283f63d8b906c0fd444,../3GPP-trunked/Rel-19/29_series/29214-j00.md5.3.39,1770187583,Rel-19/29_series/29176-j10/graph_chunk_entity_relation.graphml,Rel-19,service information,congestion; network congestion,6,network congestion; congestion
High Network Congestion,DL media stream,DL media stream,Signal,"DL media stream is the downlink media data transmitted from the MCVideo server to the MCVideo UE, which carries ECN marking in the IP header to reflect the current network congestion status.",chunk-3504f8ae4dcbbe248a1ad6e07c21628c,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.1,1770213941,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,DL media stream,congestion; network congestion,6,network congestion; congestion
High Network Congestion,UL media stream,UL media stream,Signal,"UL media stream is the uplink data flow from the MCVideo client to the MCVideo server, which carries media packets and includes ECN marking in the IP header to reflect network congestion status.",chunk-4eb59dea0097e0c021683cde5fe8ed5f,../3GPP-trunked/Rel-19/23_series/23289-j50.md7.7.3.2,1770213943,Rel-19/33_series/33784-j00/graph_chunk_entity_relation.graphml,Rel-19,UL media stream,congestion; network congestion,6,network congestion; congestion
High Network Congestion,ECN marking for L4S,ECN marking for L4S,Concept,ECN marking for L4S is a congestion control mechanism used in L4S traffic to signal network congestion. The SMF notifies the PCF when this marking can no longer or can again be performed.,chunk-3615e8475af1d4932dc249dd648c6eaf,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.3.5,1770221034,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,ECN marking for L4S,congestion; network congestion,6,network congestion; congestion
High Network Congestion,Trace Recording Session,Trace Recording Session,Concept,"A Trace Recording Session is a session during which trace records are collected, and it may experience overload conditions leading to throttling of lower priority trace records.<SEP>The Trace Recording Session is a session during which trace data is recorded, and it can be subject to throttling. The session is terminated or modified when the Trace Recording Session Throttled Stop administrative message is sent.",chunk-804bb57b2db049e28d1a6b8f31df447a<SEP>chunk-454503833905e64fed2725d12258be74,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.4.10<SEP>../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.4.11,1770200589,Rel-19/22_series/22137-j10/graph_chunk_entity_relation.graphml,Rel-19,Trace Recording Session,overload,2,overload
High Network Congestion,Trace Recording Session Throttled Start administrative message,Trace Recording Session Throttled Start administrative message,Concept,"The Trace Recording Session Throttled Start administrative message is used to indicate that lower priority trace records are missing, potentially due to an overload condition in a Trace Recording Session. It may have a zero-size payload or specify the types of missing contents. The traceRecordTypeId field in the Trace Record Header is set to ""TRACE_RECORDING_SESSION_THROTTLED_START"".",chunk-454503833905e64fed2725d12258be74,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.4.10,1770200505,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,Trace Recording Session Throttled Start administrative message,overload,2,overload
High Network Congestion,overload condition,overload condition,Challenge,"An overload condition is a situation in a Trace Recording Session that may cause lower priority trace records to be missing, leading to the use of the Trace Recording Session Throttled Start administrative message.",chunk-454503833905e64fed2725d12258be74,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.4.10,1770200505,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,overload condition,overload,2,overload
High Network Congestion,lower priority trace records,lower priority trace records,Concept,"Lower priority trace records are trace records that may be omitted or not captured during a Trace Recording Session due to system overload, and their absence is signaled by the Trace Recording Session Throttled Start administrative message.",chunk-454503833905e64fed2725d12258be74,../3GPP-trunked/Rel-19/32_series/32423-j20.md5.2.4.10,1770200505,Rel-19/22_series/22153-j20/graph_chunk_entity_relation.graphml,Rel-19,lower priority trace records,overload,2,overload
High Network Congestion,SERVICE_CENTRE_CONGESTION,SERVICE_CENTRE_CONGESTION,Concept,SERVICE_CENTRE_CONGESTION is an application,chunk-ffcefcf13b0af46945bbe49ba11e23c2,../3GPP-trunked/Rel-19/29_series/29541-j00.md6.2.7.3,1770194202,Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,SERVICE_CENTRE_CONGESTION,congestion,2,congestion
High Network Congestion,filter based overload control,filter based overload control,Concept<SEP>UNKNOWN,Filter based overload control is a mechanism described in section 5.22.2 that manages system overload by filtering incoming requests or signals. It is designed to prevent system overload by selectively processing or rejecting traffic based on predefined criteria.<SEP>Filter based overload control uses a mechanism to manage system overload by filtering incoming requests or signals,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1770198227,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,filter based overload control<SEP>filter based overload control)##,overload,2,overload
High Network Congestion,information flow,information flow,Concept,"Information flow refers to the movement of data or control signals between components in the filter based overload control mechanism, as illustrated in the accompanying figure.",chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1770198227,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,information flow,overload,2,overload
High Network Congestion,mechanism,mechanism,Concept,Mechanism refers to the operational method or process used in the filter based overload control to manage system overload by applying filters to incoming traffic.,chunk-98aa1f63e68228b71b1e60232a4ef8a2,../3GPP-trunked/Rel-19/23_series/23228-j20.md1,1770198227,Rel-19/23_series/23228-j20/graph_chunk_entity_relation.graphml,Rel-19,mechanism,overload,2,overload
